"ensembl","symbol","entrez","organism","source","senescence_effect","LFC_Oncogene","LFC_Replicative","LFC_DNAdamage","adj_p_Oncogene","adj_p_Replicative","adj_p_DNAdamage","sig_types"
"ENSG00000008083","JARID2","3720","Human","RNAseq","Unknown",1.32719373391441,-0.92666188856738,0.546722397735347,1.27347971194185e-06,0.000382566930328766,0.019361971780625,"Oncogene"
"ENSG00000008256","CYTH3","9265","Human","RNAseq","Unknown",-1.066747907781,0.0382350918894013,-0.437016414000734,5.29741485489893e-07,0.851022980197724,0.0119696610857763,"Oncogene"
"ENSG00000008311","AASS","10157","Human","RNAseq","Unknown",-1.11352070979652,-0.0566744911582958,-0.645983792449301,3.70976043886679e-07,0.792078293275804,0.000656956452467559,"Oncogene"
"ENSG00000008394","MGST1","4257","Human","RNAseq","Unknown",-1.5217217352104,2.58067157348217,-1.3826305109389,0.00211322506467949,5.33178497350559e-06,0.00479243800648622,"Oncogene/Replicative/DNA-damage"
"ENSG00000008441","NFIX","4784","Human","RNAseq","Unknown",-1.04191942064367,-0.195415958353206,-0.612488290616075,5.54270713126112e-08,0.345120082703705,0.000139768181031492,"Oncogene"
"ENSG00000008710","PKD1","5310","Human","RNAseq","Unknown",1.03641895402213,-1.3057486406486,0.964394054677906,0.00093019168514941,0.000235639007869815,0.00185074431715861,"Oncogene/Replicative"
"ENSG00000010219","DYRK4","8798","Human","RNAseq","Unknown",-1.11132254919185,0.948076746240975,-0.957704982485106,7.56988102861326e-05,0.000773103810456155,0.000435847124304187,"Oncogene"
"ENSG00000010292","NCAPD2","9918","Human","RNAseq","Unknown",-1.28725224617871,-0.909662625204429,-1.4972579657587,4.54646343376852e-09,9.49288865162965e-06,2.91870692594032e-10,"Oncogene/DNA-damage"
"ENSG00000010404","IDS","3423","Human","RNAseq","Unknown",1.23035075995555,0.48037862833144,0.874967150987943,2.22485674780468e-08,0.0133166355709187,8.51850179137366e-06,"Oncogene"
"ENSG00000010704","HFE","3077","Human","RNAseq","Unknown",-1.30348791794771,0.751094279973104,-0.643426388326951,3.05965787174111e-06,0.00315074482821757,0.00772160922740256,"Oncogene"
"ENSG00000011028","MRC2","9902","Human","RNAseq","Unknown",1.03570947306706,-1.18789425563979,1.06187400619807,0.000712372295291483,0.000497179808847779,0.000591179205575379,"Oncogene/Replicative/DNA-damage"
"ENSG00000011422","PLAUR","5329","Human","Ageing atlas/CSgene/InnateDB/RNAseq","Unknown",1.45169680902609,-0.552654153485972,0.517567185665119,1.0421869370307e-07,0.0169946525227142,0.0175571736885549,"Oncogene"
"ENSG00000011426","ANLN","54443","Human","RNAseq","Unknown",-3.89779994361293,0.434081313134067,-4.06976690792125,8.45706668884061e-10,0.364165441075043,4.2157967173458e-10,"Oncogene/DNA-damage"
"ENSG00000011465","DCN","1634","Human","InnateDB/RNAseq","Unknown",-3.9024367264781,1.1196227527506,-0.792206334218892,6.01198817304981e-08,0.0371448379080362,0.141766826019635,"Oncogene/Replicative"
"ENSG00000012048","BRCA1","672","Human","CellAge/Ageing atlas/CSgene/RNAseq","Inhibits",-1.94439082522708,-0.260687452423662,-1.88411282389215,2.76086213012324e-09,0.327220137051439,5.29125569788351e-09,"Oncogene/DNA-damage"
"ENSG00000012061","ERCC1","2067","Human","Ageing atlas/RNAseq","Unknown",1.20901545211293,-0.410361085624193,0.0771898217691465,2.30728402361984e-09,0.0106855145279803,0.625581863401114,"Oncogene"
"ENSG00000013297","CLDN11","5010","Human","RNAseq","Unknown",-3.37291240382191,-0.821288450342555,-2.54542550623772,4.90856022403301e-08,0.0797815489487816,4.60591157521603e-06,"Oncogene/DNA-damage"
"ENSG00000013588","GPRC5A","9052","Human","RNAseq","Unknown",-3.27736350331559,3.23101043182203,-1.21892548225991,7.45405916479668e-06,1.16636416537939e-05,0.0537948616848932,"Oncogene/Replicative"
"ENSG00000013810","TACC3","10460","Human","CellAge/RNAseq","Inhibits",-1.68355820037095,-1.54693329008832,-1.82002437223015,1.07860884930156e-07,1.50804447389965e-06,2.88087303956379e-08,"Oncogene/Replicative/DNA-damage"
"ENSG00000019991","HGF","3082","Human","Ageing atlas/RNAseq","Unknown",-1.43252480284375,1.5620124739461,-0.221935136471142,0.0261757331542931,0.0173272167357231,0.754278920327964,"Oncogene/Replicative"
"ENSG00000020181","ADGRA2","25960","Human","RNAseq","Unknown",-1.04912631626141,0.400396917445016,-1.0958675456243,0.00038065957806741,0.163893785016156,0.000257385010961638,"Oncogene/DNA-damage"
"ENSG00000021645","NRXN3","9369","Human","RNAseq","Unknown",-2.92627012639074,0.493396881005481,-0.362257906746234,1.22088766511627e-06,0.33260147403118,0.396633519015032,"Oncogene"
"ENSG00000021826","CPS1","1373","Human","RNAseq","Unknown",-2.09186815896023,-0.582922137476779,-2.2195243340886,0.000101413576901275,0.250313884116007,5.09002061748419e-05,"Oncogene/DNA-damage"
"ENSG00000023171","GRAMD1B","57476","Human","RNAseq","Unknown",-1.23913888329004,0.65679243778738,0.134382111432039,3.89394120237371e-05,0.017974632219552,0.64055689485309,"Oncogene"
"ENSG00000023697","DERA","51071","Human","RNAseq","Unknown",-1.45528056793076,0.709420110305369,-1.22289562142222,6.41644188956504e-06,0.0136893740157423,7.11095820071708e-05,"Oncogene/DNA-damage"
"ENSG00000024526","DEPDC1","55635","Human","RNAseq","Unknown",-4.12948752858885,0.576705890174243,-3.90965941114289,3.14111550428374e-09,0.281125382256552,1.01588628753912e-08,"Oncogene/DNA-damage"
"ENSG00000025423","HSD17B6","8630","Human","RNAseq","Unknown",-3.40287552353831,0.681637132564652,-0.675334285073765,5.01020044233309e-08,0.151808525144619,0.151822410059356,"Oncogene"
"ENSG00000025772","TOMM34","10953","Human","RNAseq","Unknown",1.10346157158173,-0.510178100501151,0.586225938745121,1.9738315256474e-06,0.0174756843976579,0.00391325619197071,"Oncogene"
"ENSG00000026559","KCNG1","3755","Human","RNAseq","Unknown",2.51370531029552,-1.26424278520185,0.914826573528512,3.89627000952853e-07,0.00484908044120871,0.0233071151570489,"Oncogene/Replicative"
"ENSG00000028137","TNFRSF1B","7133","Human","Ageing atlas/InnateDB/RNAseq","Unknown",1.66242858324493,-1.85134050122884,0.0585673262574693,0.0030358636147319,0.00128495212063966,0.924740994064847,"Oncogene/Replicative"
"ENSG00000028277","POU2F2","5452","Human","RNAseq","Unknown",2.37789950530065,1.18145733148668,1.81365131896349,2.21083513130292e-06,0.0168872239359328,8.52612744320902e-05,"Oncogene/Replicative/DNA-damage"
"ENSG00000029534","ANK1","286","Human","RNAseq","Unknown",-1.13435755026092,1.41404464150484,0.40225564903664,0.00258374987016136,0.000405807512711325,0.273653998348686,"Oncogene/Replicative"
"ENSG00000029993","HMGB3","3149","Human","InnateDB/RNAseq","Unknown",-1.54839186223207,0.020741297967313,-2.13200818252623,7.3084786752187e-07,0.946053049006754,1.94372465082081e-09,"Oncogene/DNA-damage"
"ENSG00000030419","IKZF2","22807","Human","RNAseq","Unknown",-1.1712364525099,1.21501234751124,-0.0218828792218935,2.81462247188574e-05,4.32831477898905e-05,0.939121684649833,"Oncogene/Replicative"
"ENSG00000031691","CENPQ","55166","Human","RNAseq","Unknown",-2.08241780834733,0.878397952248617,-1.94704435759197,7.1637819294696e-07,0.0178461371730051,2.63280718250414e-06,"Oncogene/DNA-damage"
"ENSG00000032444","PNPLA6","10908","Human","RNAseq","Unknown",1.04340139205029,-1.40192051738233,1.34235933042618,0.00292238556942869,0.000437033932512229,0.000251796020834487,"Oncogene/Replicative/DNA-damage"
"ENSG00000034510","TMSB10","9168","Human","RNAseq","Unknown",-1.57430437384353,1.36327013705662,-1.60354126045363,0.000162895277374989,0.00103109536203102,0.000137304102115492,"Oncogene/Replicative/DNA-damage"
"ENSG00000035403","VCL","7414","Human","RNAseq","Unknown",-1.13331993864778,0.785045759115512,-0.66118271341827,4.82513625621955e-06,0.000748982550814364,0.00288951860780324,"Oncogene"
"ENSG00000035499","DEPDC1B","55789","Human","RNAseq","Unknown",-2.52025768163296,-0.589303926248556,-3.97498637779562,8.50830101494958e-08,0.140077899119122,3.74981119944429e-11,"Oncogene/DNA-damage"
"ENSG00000039139","DNAH5","1767","Human","RNAseq","Unknown",-1.54702991798222,1.04814758699699,0.161212416222252,1.67770192080782e-06,0.000367139310171942,0.573478637501518,"Oncogene/Replicative"
"ENSG00000040487","SLC66A1","54896","Human","RNAseq","Unknown",1.39134114154234,-0.561133930127286,0.748267043830849,3.66823952574136e-06,0.0387921566700222,0.00438302078081509,"Oncogene"
"ENSG00000041353","RAB27B","5874","Human","RNAseq","Unknown",2.25614209160553,0.370581085983552,1.06491341567254,6.23557824160695e-05,0.507537597294366,0.0351319893892612,"Oncogene/DNA-damage"
"ENSG00000042062","RIPOR3","140876","Human","RNAseq","Unknown",1.76970563316876,-0.635582083610298,1.37177904775195,0.0131371878011394,0.383382751314521,0.0516122251546797,"Oncogene"
"ENSG00000044459","CNTLN","54875","Human","RNAseq","Unknown",-1.19347549200617,-0.285501946348151,-1.08862774358314,1.56321320532748e-09,0.072689969921217,1.08577004900609e-08,"Oncogene/DNA-damage"
"ENSG00000046604","DSG2","1829","Human","RNAseq","Unknown",-1.01795877528911,-0.222629741704233,-0.680849138235889,0.0161704726384473,0.63762353280864,0.0946142134790958,"Oncogene"
"ENSG00000047230","CTPS2","56474","Human","RNAseq","Unknown",-1.02434219850799,0.439043933682471,-0.586885729931324,6.17089602059503e-08,0.00719061096518708,0.000238392642868669,"Oncogene"
"ENSG00000047648","ARHGAP6","395","Human","RNAseq","Unknown",1.45559242166166,0.328527107247936,1.00320452643022,4.4069035528974e-05,0.335293493072391,0.00176430629572383,"Oncogene/DNA-damage"
"ENSG00000048740","CELF2","10659","Human","RNAseq","Unknown",-1.61469232040602,2.11198984811022,-0.933950819284129,0.00124764004596399,8.17403250728905e-05,0.0527890951787597,"Oncogene/Replicative"
"ENSG00000049130","KITLG","4254","Human","InnateDB/RNAseq","Unknown",-1.0718848856403,0.673778715303718,-0.11792764521346,0.00288783504008346,0.0632529820815311,0.762107315820732,"Oncogene"
"ENSG00000049239","H6PD","9563","Human","RNAseq","Unknown",1.05185664562413,-0.532701336910759,0.463599181183161,3.89212733357057e-06,0.0103611333227212,0.0192919943103245,"Oncogene"
"ENSG00000049246","PER3","8863","Human","RNAseq","Unknown",-1.54788943258161,0.209324382450728,-1.77020288328442,3.22149643565365e-06,0.516420932151562,3.15440840108824e-07,"Oncogene/DNA-damage"
"ENSG00000049540","ELN","2006","Human","Ageing atlas/CSgene/RNAseq","Unknown",-1.47499023734285,-3.15035006550317,-1.30141424624574,0.0128930781934206,1.13464795689225e-05,0.0311297789857247,"Oncogene/Replicative/DNA-damage"
"ENSG00000049759","NEDD4L","23327","Human","RNAseq","Unknown",-1.29118938073977,1.35472440475468,-0.0730616139889888,0.00015036056484947,0.000140881728729738,0.837907626503987,"Oncogene/Replicative"
"ENSG00000050165","DKK3","27122","Human","RNAseq","Unknown",-1.21581130767712,1.67586036595825,-0.14631015893308,5.02591722113031e-05,5.07565331046293e-07,0.616207766107985,"Oncogene/Replicative"
"ENSG00000050405","LIMA1","51474","Human","CellAge/RNAseq","Inhibits",-1.54186139236114,1.26485803554055,-0.718600135550818,4.60574014793577e-05,0.000588543882421257,0.0353088886926348,"Oncogene/Replicative"
"ENSG00000051128","HOMER3","9454","Human","RNAseq","Unknown",1.15059333759882,-1.18598822034666,0.694086171752362,8.83656687713123e-05,0.000173424740539441,0.0106701840911533,"Oncogene/Replicative"
"ENSG00000051180","RAD51","5888","Human","Ageing atlas/RNAseq","Unknown",-2.03930473595863,-0.796926944507934,-1.86373774550465,4.7546947756167e-09,0.00427385290891926,2.16379417963812e-08,"Oncogene/DNA-damage"
"ENSG00000051341","POLQ","10721","Human","RNAseq","Unknown",-3.59225217553298,-0.134394038324622,-2.95249373422877,2.12138149093272e-10,0.763961165030096,8.55605678903503e-09,"Oncogene/DNA-damage"
"ENSG00000051523","CYBA","1535","Human","InnateDB/RNAseq","Unknown",1.74827947108723,-1.08511326017168,1.53486303659799,1.28288758390302e-05,0.0063963077955104,8.13882275843597e-05,"Oncogene/Replicative/DNA-damage"
"ENSG00000053524","MCF2L2","23101","Human","RNAseq","Unknown",1.74014150805304,-0.192663010269618,0.369048662439177,0.00849130163201358,0.788083275478677,0.570427542652776,"Oncogene"
"ENSG00000054277","OPN3","23596","Human","RNAseq","Unknown",-1.44880881060827,1.13369946085436,-0.296008814787155,6.20578317667055e-08,6.91166452715221e-06,0.166544104299491,"Oncogene/Replicative"
"ENSG00000054356","PTPRN","5798","Human","RNAseq","Unknown",1.74627294951253,-2.44057074953597,2.41073506909128,0.00731753406591447,0.000541301429634795,0.000486191718236351,"Oncogene/Replicative/DNA-damage"
"ENSG00000054654","SYNE2","23224","Human","RNAseq","Unknown",-1.69986972239433,-0.722007460677626,-1.66515583955639,2.87645296681781e-07,0.0103845123391842,4.30638936902843e-07,"Oncogene/DNA-damage"
"ENSG00000056050","HPF1","54969","Human","RNAseq","Unknown",-1.23884324055001,0.284769191670427,-0.989355918054427,3.8511679887255e-09,0.0954662173571916,2.72845106938497e-07,"Oncogene"
"ENSG00000056558","TRAF1","7185","Human","Ageing atlas/InnateDB/RNAseq","Unknown",1.30524044638371,-0.322689458512165,1.03302658386232,0.00218489787696501,0.462469791026932,0.0131023515871792,"Oncogene/DNA-damage"
"ENSG00000056998","GYG2","8908","Human","RNAseq","Unknown",-1.37857472331028,0.627123841505639,-0.688528591002527,1.41891646781404e-07,0.00550951436949253,0.00180054085356391,"Oncogene"
"ENSG00000057019","DCBLD2","131566","Human","RNAseq","Unknown",1.08296014178345,1.08549817816163,0.512799486405593,1.73347050320524e-07,5.17025025870864e-07,0.00356135309058622,"Oncogene/Replicative"
"ENSG00000057657","PRDM1","639","Human","RNAseq","Unknown",2.66074066092359,-0.55280500279842,1.36446287339375,4.62875571046631e-09,0.118389638768222,0.000176007363495309,"Oncogene/DNA-damage"
"ENSG00000058056","USP13","8975","Human","RNAseq","Unknown",-1.20871785263332,-0.0955237432497023,-1.16578835956922,2.33075381645094e-09,0.595519749547042,5.98060097723471e-09,"Oncogene/DNA-damage"
"ENSG00000058804","NDC1","55706","Human","RNAseq","Unknown",-1.3460337554734,0.238972996526258,-1.86589819120909,1.10133805853744e-06,0.334174995256288,3.44801447601721e-09,"Oncogene/DNA-damage"
"ENSG00000059122","FLYWCH1","84256","Human","RNAseq","Unknown",1.08499878437348,-0.250721822824792,1.3701637054488,3.56346852254682e-06,0.292379857165866,6.52913357142246e-08,"Oncogene/DNA-damage"
"ENSG00000060491","OGFR","11054","Human","RNAseq","Unknown",1.25581137594221,-1.09194106079478,1.07605967438425,0.000257822510184343,0.00267298743316135,0.00128687603517946,"Oncogene/Replicative/DNA-damage"
"ENSG00000060656","PTPRU","10076","Human","RNAseq","Unknown",2.17033915145606,-1.28946249647969,1.84054615082827,4.25306476391637e-05,0.00907740088452031,0.000293958767361716,"Oncogene/Replicative/DNA-damage"
"ENSG00000060982","BCAT1","586","Human","RNAseq","Unknown",-1.24548588220048,0.551747240847832,-0.854830998341098,7.59865353847375e-06,0.0303995130755844,0.000774213796941379,"Oncogene"
"ENSG00000061337","LZTS1","11178","Human","RNAseq","Unknown",-2.65648201663814,-0.676234164223448,-1.23657070432316,4.41664005714425e-07,0.110851595524809,0.00245765188903179,"Oncogene/DNA-damage"
"ENSG00000063245","EPN1","29924","Human","RNAseq","Unknown",1.03025023118984,-1.17422340272866,0.573346719658292,0.000221632798545469,0.000165201667109399,0.0271542606841831,"Oncogene/Replicative"
"ENSG00000064225","ST3GAL6","10402","Human","RNAseq","Unknown",1.11705024486877,1.37550589631152,0.168607753758476,3.5206780713931e-07,9.87373150716101e-09,0.350490880686604,"Oncogene/Replicative"
"ENSG00000064666","CNN2","1265","Human","RNAseq","Unknown",-1.16857632974151,0.039289070018838,-1.10624154595592,1.54637762487471e-05,0.892869182368512,3.32941689090851e-05,"Oncogene/DNA-damage"
"ENSG00000064692","SNCAIP","9627","Human","RNAseq","Unknown",-1.63014846639565,-0.627755865538299,-1.39741401530917,0.000105110829850872,0.102003406869044,0.000648094447523067,"Oncogene/DNA-damage"
"ENSG00000064932","SBNO2","22904","Human","RNAseq","Unknown",1.10106214593644,-1.18242722924662,0.707622945845691,9.14094008990471e-05,0.00020076577999916,0.00674704735403939,"Oncogene/Replicative"
"ENSG00000065308","TRAM2","9697","Human","RNAseq","Unknown",-1.254642380095,0.697816530912898,-0.94563189508548,7.13460932154761e-06,0.00721699547954317,0.0002912604922279,"Oncogene"
"ENSG00000065328","MCM10","55388","Human","RNAseq","Unknown",-3.59071244600474,-0.962819000142141,-3.00074453354619,2.06603620059161e-10,0.0177228531889829,6.32367954619459e-09,"Oncogene/DNA-damage"
"ENSG00000065534","MYLK","4638","Human","CellAge/Ageing atlas/RNAseq","Inhibits",-1.22111259654884,1.0941460959301,-0.854780055510344,9.15692102819588e-05,0.000365236269370906,0.00366874941463609,"Oncogene/Replicative"
"ENSG00000066279","ASPM","259266","Human","RNAseq","Unknown",-3.87832879644148,-0.240563448730866,-4.21037393696428,1.16663287534264e-10,0.592968749408786,4.36475348415083e-11,"Oncogene/DNA-damage"
"ENSG00000066557","LRRC40","55631","Human","RNAseq","Unknown",-1.15552311590003,0.761231497095256,-1.01536644588074,8.03246709464868e-06,0.00305851653823665,5.26853573877858e-05,"Oncogene/DNA-damage"
"ENSG00000068489","PRR11","55771","Human","RNAseq","Unknown",-2.30761342373778,0.344351311709539,-3.13416106793323,9.51158790960308e-08,0.347735264863271,3.14963917388063e-10,"Oncogene/DNA-damage"
"ENSG00000069020","MAST4","375449","Human","RNAseq","Unknown",1.31120163208341,-0.148409211355633,0.857207187899015,7.37319611871298e-08,0.497776404160584,7.01777253140413e-05,"Oncogene"
"ENSG00000069431","ABCC9","10060","Human","RNAseq","Unknown",-2.80247037160477,-0.32100918600626,-0.0466541165097715,4.0845378981728e-05,0.609760380036477,0.944288631971319,"Oncogene"
"ENSG00000069869","NEDD4","4734","Human","RNAseq","Unknown",-1.09320221910296,0.632565912429418,-0.203864402510223,2.41423320303752e-07,0.00109042795189672,0.239266599080728,"Oncogene"
"ENSG00000070404","FSTL3","10272","Human","RNAseq","Unknown",-1.35902880334426,1.18169835888434,-0.777507737032479,0.000497807953934798,0.00240707679454505,0.0355068677801024,"Oncogene/Replicative"
"ENSG00000070669","ASNS","440","Human","RNAseq","Unknown",-1.95289560466002,0.318339131936884,-1.14885350075418,0.000149873034596991,0.529385469294002,0.0168217838972055,"Oncogene/DNA-damage"
"ENSG00000071242","RPS6KA2","6196","Human","CSgene/RNAseq","Unknown",-1.5465196386137,1.21565762674069,-1.48369580299124,0.000674313829660372,0.00670942042518444,0.00103400278915247,"Oncogene/Replicative/DNA-damage"
"ENSG00000071246","VASH1","22846","Human","RNAseq","Unknown",1.02229398136287,-0.426945760417681,0.428425144476875,3.24193151063282e-05,0.0634141560309197,0.0465371790906741,"Oncogene"
"ENSG00000071282","LMCD1","29995","Human","RNAseq","Unknown",-1.24823343515858,0.492696016995622,-0.436197551996295,0.000117266745117204,0.110317606570342,0.13701761752124,"Oncogene"
"ENSG00000071539","TRIP13","9319","Human","RNAseq","Unknown",-2.63431212815318,0.0845514432104147,-2.94891326913663,7.70111718739622e-08,0.851921269039406,1.05274168691605e-08,"Oncogene/DNA-damage"
"ENSG00000072041","SLC6A15","55117","Human","RNAseq","Unknown",3.91183916735071,-2.09918682124926,3.62991664572276,0.000128704532226023,0.0253632961143034,0.000301149748934473,"Oncogene/Replicative/DNA-damage"
"ENSG00000072163","LIMS2","55679","Human","RNAseq","Unknown",-2.81854630065902,0.503673801600632,-0.218069228336975,4.09018504163906e-07,0.260574827582279,0.640490221548198,"Oncogene"
"ENSG00000072422","RHOBTB1","9886","Human","RNAseq","Unknown",-1.88554557939533,0.32672979195701,-0.790529083008878,4.13074186839475e-07,0.297640130617974,0.0101096718980625,"Oncogene"
"ENSG00000072571","HMMR","3161","Human","RNAseq","Unknown",-4.113332606109,0.36187082425903,-4.06333546386939,1.28373877636759e-09,0.488046090296667,1.8121522333949e-09,"Oncogene/DNA-damage"
"ENSG00000072657","TRHDE","29953","Human","RNAseq","Unknown",-1.05191005370109,0.602848860341632,-0.464303181843651,0.000646467825349166,0.0463728966131491,0.115498336717024,"Oncogene"
"ENSG00000072952","IRAG1","10335","Human","RNAseq","Unknown",-2.72479489282433,1.70960386603391,-1.5208558454578,3.00442634062317e-05,0.0040449269787108,0.00880247414391555,"Oncogene/Replicative/DNA-damage"
"ENSG00000073111","MCM2","4171","Human","RNAseq","Unknown",-1.76816927780767,-0.991722098760049,-2.05389387556324,1.1134771610206e-08,0.000343203246701866,7.21438652767254e-10,"Oncogene/DNA-damage"
"ENSG00000073331","ALPK1","80216","Human","RNAseq","Unknown",-1.5037996869321,0.115063386083492,-0.392504517196281,1.23878924195202e-07,0.643705740218539,0.0779131619019245,"Oncogene"
"ENSG00000073712","FERMT2","10979","Human","RNAseq","Unknown",-1.1287226638715,0.35240577297952,-0.988623760993341,2.73693299311739e-06,0.100247914686781,2.13851952942943e-05,"Oncogene"
"ENSG00000073849","ST6GAL1","6480","Human","RNAseq","Unknown",1.29404571779856,-0.661726213892089,0.384343199455867,0.00124920960335402,0.0980196202589007,0.323980898534648,"Oncogene"
"ENSG00000073910","FRY","10129","Human","RNAseq","Unknown",-1.0700478477017,1.63956020163615,-0.423943650877946,0.0015838130273429,1.73391972596302e-05,0.201773619487028,"Oncogene/Replicative"
"ENSG00000074370","ATP2A3","489","Human","RNAseq","Unknown",2.46841971531009,0.616157427176508,1.20801547444697,2.95162641891332e-05,0.276389157535763,0.0170394450737429,"Oncogene/DNA-damage"
"ENSG00000074527","NTN4","59277","Human","CellAge/CSgene/RNAseq","Inhibits",-2.64252115171274,1.00388750527709,-0.75471238426018,1.70358698098718e-07,0.0148388344961736,0.0631676295152798,"Oncogene/Replicative"
"ENSG00000075188","NUP37","79023","Human","RNAseq","Unknown",-1.15329950530995,0.306995248993243,-1.00080392580438,1.023077570458e-07,0.0919656445792702,1.3705154548708e-06,"Oncogene/DNA-damage"
"ENSG00000075218","GTSE1","51512","Human","RNAseq","Unknown",-3.36864877966565,-1.1287261214384,-3.10975536880889,5.14152272724598e-11,0.00209203398369424,1.81055600033593e-10,"Oncogene/Replicative/DNA-damage"
"ENSG00000075643","MOCOS","55034","Human","RNAseq","Unknown",-1.49848903494175,0.495493360747693,-0.683267632699198,2.21327379051452e-05,0.123094919371404,0.0320554921332116,"Oncogene"
"ENSG00000075651","PLD1","5337","Human","RNAseq","Unknown",1.16146017534776,0.456579627095158,0.838349373199182,7.18804130567558e-06,0.0565405742222604,0.00047216888020361,"Oncogene"
"ENSG00000075702","WDR62","284403","Human","InnateDB/RNAseq","Unknown",-1.74263368045006,-1.10445799294678,-2.43339969593777,2.19184296378522e-06,0.00136678880552883,9.01398019968568e-09,"Oncogene/Replicative/DNA-damage"
"ENSG00000076003","MCM6","4175","Human","RNAseq","Unknown",-2.24168062668314,-0.498220557361077,-2.1322985080457,2.45289927317545e-10,0.0547269936160846,6.03248077270831e-10,"Oncogene/DNA-damage"
"ENSG00000076382","SPAG5","10615","Human","RNAseq","Unknown",-2.76666948620954,-0.814555064558339,-2.858041109656,2.45717025156358e-11,0.00296223581608205,1.97085144821821e-11,"Oncogene/DNA-damage"
"ENSG00000076513","ANKRD13A","88455","Human","RNAseq","Unknown",-1.48802980203824,0.905396886920498,-1.34291859331277,0.000180854253828705,0.0152264930915602,0.000571777364489112,"Oncogene/DNA-damage"
"ENSG00000076706","MCAM","4162","Human","RNAseq","Unknown",-1.16849040794583,-0.160476222783089,0.248827076440531,1.17392702957839e-06,0.497912332998733,0.22280421853212,"Oncogene"
"ENSG00000076716","GPC4","2239","Human","RNAseq","Unknown",-1.75202405429828,-0.452846322341796,0.908514928234433,0.000274816936791815,0.313089228442925,0.0236599230981351,"Oncogene"
