GeneID	Length	logFC	logCPM	F	PValue	FDR	gene_name	gene_type
ENSG00000002834.18	7061	0.204034775433588	9.26283878156022	50.9599751892052	3.25237427140868e-07	1.13255366483793e-06	LASP1	protein_coding
ENSG00000002919.15	4133	0.308803881565064	4.21226703661711	19.6307484687725	0.000201272560269851	0.00043505236652239	SNX11	protein_coding
ENSG00000002933.9	3477	2.70104916897312	1.2200196444132	177.418574696246	3.74096419784627e-12	3.2875890665841e-11	TMEM176A	protein_coding
ENSG00000003056.8	3585	-0.223421969405819	6.35041679910951	36.5257053736106	4.00826113356581e-06	1.15261976197374e-05	M6PR	protein_coding
ENSG00000003096.14	6983	-0.978983100096872	0.965125631299944	26.542268084307	3.41699251023504e-05	8.43539464711857e-05	KLHL13	protein_coding
ENSG00000003249.14	4700	1.09753678854008	3.97290479959424	240.797128968555	1.66633379830648e-13	1.9729529412893e-12	DBNDD1	protein_coding
ENSG00000003393.15	10438	0.0496199703828796	4.76669806488357	0.691787939497763	0.414298464718726	0.471757271805395	ALS2	protein_coding
ENSG00000003402.20	22479	0.566392308404752	6.10422394531222	170.512135575931	5.56717024508003e-12	4.72866833569057e-11	CFLAR	protein_coding
ENSG00000003436.16	11714	0.132131237360968	6.56007260567755	13.9764776565655	0.00110578969985623	0.00211461901255069	TFPI	protein_coding
ENSG00000003509.16	3651	-0.230571664293952	3.68177080387589	8.80477598872625	0.00700426879425458	0.011635112274404	NDUFAF7	protein_coding
ENSG00000003756.17	10357	-0.278176525595853	5.50375470504617	38.5318917087201	2.72789852083973e-06	8.08434588266728e-06	RBM5	protein_coding
ENSG00000003987.14	6928	0.0680372446605123	2.59808338983289	0.439455636922067	0.514120660620267	0.570396521728743	MTMR7	protein_coding
ENSG00000003989.18	7905	-0.956166534987795	6.85313280744338	701.524123659341	1.85637621471207e-18	7.32822564759677e-17	SLC7A2	protein_coding
ENSG00000004059.11	1825	0.0702760793656648	5.79774737464248	2.32479302925305	0.141262863575416	0.180446179899259	ARF5	protein_coding
ENSG00000004139.14	11105	0.0381469647912591	4.42615143126858	0.416827565046143	0.525055217883453	0.580958730274354	SARM1	protein_coding
ENSG00000004142.12	2670	-0.0683737071547308	6.60126798375387	3.20210990910582	0.0870157959445029	0.116347038896188	POLDIP2	protein_coding
ENSG00000004399.13	9557	0.366663383489989	6.99444596853541	104.205424205984	6.5447641166326e-10	3.73605975433584e-09	PLXND1	protein_coding
ENSG00000004455.17	9625	-0.134321241974649	6.1465736525751	11.7253708323703	0.00237121772434911	0.00428020058205989	AK2	protein_coding
ENSG00000004478.8	5163	-0.27134678812477	6.10318892813325	45.5490773623171	7.81434889810588e-07	2.55555133348293e-06	FKBP4	protein_coding
ENSG00000004487.17	5440	-0.576470988557997	6.25212652751574	235.918949563218	2.05812294568429e-13	2.39846843657825e-12	KDM1A	protein_coding
ENSG00000004534.15	7299	-0.451425786222837	5.45661397256116	98.1006468554934	1.14627773763992e-09	6.22033257377358e-09	RBM6	protein_coding
ENSG00000004660.15	7433	-0.730719330381377	3.02917136876347	41.4026941153528	1.60804735197699e-06	4.95630246005986e-06	CAMKK1	protein_coding
ENSG00000004700.16	3779	-0.0220508542919177	6.40873951808034	0.351244751772466	0.559320067580595	0.613559105038334	RECQL	protein_coding
ENSG00000004766.17	9559	0.0284009967345179	3.78661693160511	0.160691962310739	0.692301995001682	0.736443344377752	VPS50	protein_coding
ENSG00000004776.13	1724	0.767879308165183	6.29692695589363	349.104726621354	3.4137414634683e-15	6.03385799039872e-14	HSPB6	protein_coding
ENSG00000004777.18	5260	-1.80428627294786	3.56069359524539	403.202032486088	7.37330618184843e-16	1.51967628366867e-14	ARHGAP33	protein_coding
ENSG00000004779.10	1548	0.15909590118965	5.24445411326636	10.3401449748174	0.00390623829160272	0.00678273948348652	NDUFAB1	protein_coding
ENSG00000004799.8	4544	8.2296216408713	-0.329612454737441	133.950324587203	1.90496311269258e-10	1.20331448762577e-09	PDK4	protein_coding
ENSG00000004864.14	3710	-0.594478091286103	4.38676610865439	89.0725882422101	2.7738728906583e-09	1.40082205025604e-08	SLC25A13	protein_coding
ENSG00000004866.21	6453	0.367015899873273	4.18099368536323	26.0152915231414	3.87408013277469e-05	9.46357354439199e-05	ST7	protein_coding
ENSG00000004897.12	6824	-0.267715348999036	6.88766602728717	56.6919922370241	1.37735007025948e-07	5.10872200861025e-07	CDC27	protein_coding
ENSG00000004961.15	2343	0.376995913416342	4.86453836185741	43.6350796926145	1.08404513568266e-06	3.45225450169125e-06	HCCS	protein_coding
ENSG00000004975.12	5321	-0.646472087081907	4.83544441802602	133.025836141821	6.41131291930626e-11	4.45076696864999e-10	DVL2	protein_coding
ENSG00000005007.13	8573	-0.0905971481369275	6.83232311135606	5.50630576041534	0.0281431126419767	0.0417021848640044	UPF1	protein_coding
ENSG00000005020.13	5361	0.119138840155649	4.41302348263235	3.64963979208081	0.0689098855895422	0.094062702666972	SKAP2	protein_coding
ENSG00000005022.6	1555	-0.656020017179502	6.77525408660277	315.724839226954	9.86952102334217e-15	1.58086450486236e-13	SLC25A5	protein_coding
ENSG00000005059.16	3555	-1.12433235527767	3.61466482829318	215.986164379191	5.09565819369906e-13	5.44979538124628e-12	MCUB	protein_coding
ENSG00000005075.15	1355	-0.122277568804901	6.1070407384314	9.4286779880161	0.00550170586352875	0.00930307075590419	POLR2J	protein_coding
ENSG00000005100.13	5789	-0.391858116547438	4.47280434904968	42.060231256575	1.42963497576118e-06	4.43333326745572e-06	DHX33	protein_coding
ENSG00000005102.14	2674	-2.0688164178264	-0.378245060665248	35.2719894530761	5.13351350359309e-06	1.45296540525815e-05	MEOX1	protein_coding
ENSG00000005156.12	12901	-0.686605633110458	4.8484317052685	141.084043325527	3.61851728970858e-11	2.63499543118458e-10	LIG3	protein_coding
ENSG00000005175.10	5350	-0.291709799470445	4.58829512665121	22.0815911900856	0.000103793540194384	0.000236312836464739	RPAP3	protein_coding
ENSG00000005187.12	7510	-0.790336848946449	1.70688602250436	31.0715609541091	1.22736759736485e-05	3.25793482414848e-05	ACSM3	protein_coding
ENSG00000005189.19	4114	-1.7125404706841	1.81124274482903	144.303480210665	2.90210291637742e-11	2.15422450130925e-10	REXO5	protein_coding
ENSG00000005194.15	3383	0.294722946371229	5.05101794654842	32.0815011148714	9.89006373422214e-06	2.66625237504401e-05	CIAPIN1	protein_coding
ENSG00000005206.17	7419	0.0543723678832682	5.29411241309551	1.22959951449355	0.27919866242428	0.33359579758147	SPPL2B	protein_coding
ENSG00000005238.20	6375	1.2788028606113	6.34904761686681	1167.08374131545	6.92628826518562e-21	5.91511875558005e-19	FAM214B	protein_coding
ENSG00000005243.10	1866	0.483786372920715	5.19983553605724	98.4903509925505	1.10505567178604e-09	6.03078626826351e-09	COPZ2	protein_coding
ENSG00000005249.13	4262	-0.314530916705784	3.08581798080417	8.23735116138041	0.00877100604581026	0.0143162669407014	PRKAR2B	protein_coding
ENSG00000005302.19	9780	-0.222547941531787	4.32405106278817	11.8319764559974	0.00228412128137129	0.00413348670447255	MSL3	protein_coding
ENSG00000005339.15	15479	-0.450412517095781	5.99827867164349	64.0550015699426	4.99181170666695e-08	1.99475894722519e-07	CREBBP	protein_coding
ENSG00000005379.17	11389	-2.0952994127652	-0.175465728262014	36.5703488983326	3.97350068259894e-06	1.143019180849e-05	TSPOAP1	protein_coding
ENSG00000005436.14	5462	-0.209235597037489	3.78350663883289	7.34540984652196	0.0126304161753556	0.0200321934158057	GCFC2	protein_coding
ENSG00000005448.17	2852	0.00166697407870247	3.94551709427248	0.00057023032250129	0.981159275080736	0.984469182482277	WDR54	protein_coding
ENSG00000005469.12	4995	0.03837421459754	4.18631755669909	0.327128064248436	0.573026313027136	0.626641960445713	CROT	protein_coding
ENSG00000005483.21	9949	-0.121030135838882	5.61074630706949	3.68575150804707	0.0676482051364043	0.0925381957662445	KMT2E	protein_coding
ENSG00000005486.17	2390	0.802825476100509	5.22411010583594	226.878378617764	3.07698428146231e-13	3.45579790621786e-12	RHBDD2	protein_coding
ENSG00000005700.15	8719	0.131544753952425	6.22840999193818	9.44583137352882	0.00546575688911928	0.0092459082265343	IBTK	protein_coding
ENSG00000005801.18	11711	-0.393275919799425	2.76283953602134	16.7242642643831	0.000467070055456975	0.000952864891992463	ZNF195	protein_coding
ENSG00000005810.18	15987	0.179114389134814	5.66042890030632	9.49792551467116	0.00535815751322568	0.00907991898434737	MYCBP2	protein_coding
ENSG00000005812.11	7076	0.239324209533692	5.98307251278836	32.3105810342726	9.42281056213527e-06	2.549449576653e-05	FBXL3	protein_coding
ENSG00000005882.12	5471	1.03583397366805	4.40146263039007	278.499466435227	3.67861479877769e-14	5.10948340529098e-13	PDK2	protein_coding
ENSG00000005884.18	9802	0.959466438395601	8.59050916855367	948.332345305649	6.82448129696155e-20	4.17479173240722e-18	ITGA3	protein_coding
ENSG00000005889.15	9037	-0.100787074397375	4.97367735642554	2.87994495663987	0.10348289018752	0.136166597201752	ZFX	protein_coding
ENSG00000005893.16	9404	0.320380897914613	7.30403060178746	106.983625168891	5.11712232825739e-10	2.98833707802195e-09	LAMP2	protein_coding
ENSG00000006007.12	4390	0.897904850958076	6.45131882167315	581.952567061932	1.41815687099906e-17	4.3445111924506e-16	GDE1	protein_coding
ENSG00000006015.17	3370	-0.0238239807117225	4.7806826279148	0.198487981783276	0.6602018239015	0.706741648409852	REX1BD	protein_coding
ENSG00000006016.11	2967	-0.193409764970938	2.73936240909413	3.43782855722839	0.0768764119921472	0.103941922037505	CRLF1	protein_coding
ENSG00000006025.12	6572	-0.0219602110119668	1.79849106929897	0.0260075578739001	0.873321352410516	0.893680546353886	OSBPL7	protein_coding
ENSG00000006042.12	5187	0.127003181592603	5.53495846584864	7.55010123932219	0.0116018571143943	0.0185129624530955	TMEM98	protein_coding
ENSG00000006062.17	5668	-0.845858875514485	2.21352578868823	44.0388028161417	1.01091195912833e-06	3.23428082472604e-06	MAP3K14	protein_coding
ENSG00000006118.15	7274	-0.479188954848218	8.21497172852616	266.164845361497	5.89901839456396e-14	7.85215789541844e-13	TMEM132A	protein_coding
ENSG00000006125.18	7591	-0.111820933190506	7.68183757509115	12.0469011302874	0.00211900588299436	0.00385478967494841	AP2B1	protein_coding
ENSG00000006194.10	6403	0.179840729402856	4.51086859898554	8.70912072557018	0.00727230661455867	0.0120525085414306	ZNF263	protein_coding
ENSG00000006282.21	5337	0.728612680802953	4.88644583419521	176.916023816902	3.84895373826779e-12	3.37047212887602e-11	SPATA20	protein_coding
ENSG00000006327.14	1801	-0.0241698154810399	8.27112399348876	0.664631615650843	0.423476830382458	0.481029749188634	TNFRSF12A	protein_coding
ENSG00000006451.8	3579	0.477514433395859	6.35987693783685	173.159183471102	4.77241957538582e-12	4.1000503035349e-11	RALA	protein_coding
ENSG00000006453.14	4821	0.558917456890367	4.32258223300767	78.6076892501276	8.5001022618629e-09	3.91978332780001e-08	BAIAP2L1	protein_coding
ENSG00000006459.11	9378	-0.212414262868709	2.77991032247169	4.71859099773287	0.0406391284343664	0.058339486113111	KDM7A	protein_coding
ENSG00000006468.14	9615	-0.047249728949641	4.76209670520659	0.754838672891744	0.394123121431544	0.451611954022954	ETV1	protein_coding
ENSG00000006530.18	10697	-0.110024451439223	4.14191100209515	2.59401776347193	0.121210863418513	0.157289649829455	AGK	protein_coding
ENSG00000006534.16	6626	0.219386026491544	4.31124024131209	11.751906846244	0.00234920229345122	0.00424445839592867	ALDH3B1	protein_coding
ENSG00000006576.16	8646	-0.0955697932923655	5.9752150715467	5.29507366345113	0.0310075330971216	0.0455708769346094	PHTF2	protein_coding
ENSG00000006607.14	14371	-0.0906300373976527	5.26851467009313	3.0024608114182	0.0968267416318842	0.128242466018552	FARP2	protein_coding
ENSG00000006625.18	1594	-0.880972213938036	3.85882752228363	106.518166618173	5.33050012306658e-10	3.09382606195344e-09	GGCT	protein_coding
ENSG00000006634.8	4595	-2.03977254936258	4.01288360543907	740.914723234576	1.02219422406168e-18	4.36481994041782e-17	DBF4	protein_coding
ENSG00000006638.13	2827	0.359576925105172	2.43879183408446	11.1294468135873	0.00293043364785479	0.00520627300300133	TBXA2R	protein_coding
ENSG00000006652.15	7902	-0.00733679728557726	5.45598564185724	0.0248871446579474	0.876055998322269	0.896000594477824	IFRD1	protein_coding
ENSG00000006695.12	6756	-0.166179661365973	3.52126524583595	4.00464949386757	0.0575815086451233	0.0800498513689275	COX10	protein_coding
ENSG00000006704.10	6498	-0.42609942060516	4.36520590357779	38.3340495238935	2.83175083803085e-06	8.35766188312579e-06	GTF2IRD1	protein_coding
ENSG00000006712.15	2850	-0.172462116732669	5.76758424625706	16.9430860719844	0.000437359117850398	0.000895641279918949	PAF1	protein_coding
ENSG00000006715.16	7752	0.264421693122682	5.16118009770394	28.5256273491261	2.15690133093077e-05	5.50017810197883e-05	VPS41	protein_coding
ENSG00000006740.17	9322	0.0552445020791098	1.6931887435321	0.150916073423574	0.70131350872809	0.744606064689086	ARHGAP44	protein_coding
ENSG00000006744.19	7002	0.0791755669526524	5.9887855590835	3.68019207950464	0.0678407099569636	0.092757397754425	ELAC2	protein_coding
ENSG00000006756.16	7026	0.610998748674224	3.54059004503092	58.0914617352954	1.12753876886133e-07	4.22392427831203e-07	ARSD	protein_coding
ENSG00000006757.12	3411	0.0460747306783846	1.64592657033468	0.0939403686814793	0.762044996270571	0.797261097135279	PNPLA4	protein_coding
ENSG00000006831.10	5831	-0.0699244627216459	5.83795013086865	2.7927956428403	0.10854328526953	0.142253301996859	ADIPOR2	protein_coding
ENSG00000006837.12	3149	1.29704680419704	0.65834769076714	36.607211643377	3.94504614089337e-06	1.13502319840813e-05	CDKL3	protein_coding
ENSG00000007047.15	6656	0.617656913067745	5.37648697756958	165.984651737009	7.28150307829873e-12	6.02461436948352e-11	MARK4	protein_coding
ENSG00000007080.11	1661	-0.12893685625505	5.71441904718245	5.7148437989453	0.0256025639717307	0.0382563734150131	CCDC124	protein_coding
ENSG00000007168.14	13771	0.163004041622985	7.58327176131901	28.7416984111322	2.05379644088409e-05	5.25278612330487e-05	PAFAH1B1	protein_coding
ENSG00000007202.15	9232	0.332413078221408	7.58394097788377	94.7569027061764	1.57739188676494e-09	8.3419949229252e-09	KIAA0100	protein_coding
ENSG00000007237.18	10100	-0.0344323212876667	4.02643281723707	0.234050298486708	0.633212484558883	0.682508501788522	GAS7	protein_coding
ENSG00000007255.10	933	1.28053882807677	-0.0340907660125758	16.8826316606383	0.000445355228021081	0.000910934673771836	TRAPPC6A	protein_coding
ENSG00000007341.19	8108	0.167027172922454	3.53612313780782	4.34867318326468	0.0485838005105707	0.068597081568821	ST7L	protein_coding
ENSG00000007376.8	2769	0.12350279630075	4.89315717162211	3.42570764732031	0.0773633596006235	0.104526575538092	RPUSD1	protein_coding
ENSG00000007384.15	4914	0.603038882473361	6.43169065589894	254.517869905107	9.39034213853235e-14	1.19287770421076e-12	RHBDF1	protein_coding
ENSG00000007392.17	6176	-0.767323795723837	4.75235725998275	179.070471922871	3.4086136844195e-12	3.01858288859963e-11	LUC7L	protein_coding
ENSG00000007516.14	6109	0.0235620790645012	3.58825052602101	0.0744907088848588	0.78739681192893	0.820026086238068	BAIAP3	protein_coding
ENSG00000007520.4	1210	0.0538616878798672	5.83571195390797	1.43409382621778	0.243563263734846	0.29543734092883	TSR3	protein_coding
ENSG00000007541.17	7856	0.0733501485891802	5.20220968106803	1.65064001106728	0.21194331250106	0.260267232627832	PIGQ	protein_coding
ENSG00000007545.16	8596	-0.283956003204862	4.74220583403952	19.8093672663083	0.000191522676582062	0.000415226554444786	CRAMP1	protein_coding
ENSG00000007866.21	3049	-0.160538939379435	6.06879717047254	16.0337305604333	0.000576269796516669	0.00115716799670691	TEAD3	protein_coding
ENSG00000007923.16	5083	-0.0201065727572855	5.76495939932624	0.207768314154951	0.652891540835052	0.700051515852658	DNAJC11	protein_coding
ENSG00000007944.15	3072	0.310221944045431	2.11280770612173	5.47780062116061	0.0285117844666045	0.0422049763028483	MYLIP	protein_coding
ENSG00000007968.7	5462	-3.10953293306272	0.572947003973834	96.5797489910287	1.32393348148014e-09	7.10836492032798e-09	E2F2	protein_coding
ENSG00000008018.9	2219	-0.106569102733638	6.6259226622046	9.26405624999459	0.00586026646663958	0.00987453182418436	PSMB1	protein_coding
ENSG00000008056.14	3733	0.0710141703278301	1.8220238883443	0.204764285423327	0.655235828621788	0.702122695791941	SYN1	protein_coding
ENSG00000008083.14	6244	0.185377741972381	4.30119552482364	6.58949225541367	0.0174050578391447	0.0268372052898717	JARID2	protein_coding
ENSG00000008086.13	19056	-0.438252113041827	3.61174961076052	23.3347832532726	7.50918506667736e-05	0.000174984400358302	CDKL5	protein_coding
ENSG00000008118.10	3328	1.86896181387734	0.00415101613814541	41.4611437388729	1.5912444949824e-06	4.90714315032916e-06	CAMK1G	protein_coding
ENSG00000008128.23	5085	-0.269834938092218	5.37863123598415	31.299318923881	1.16860147870945e-05	3.11633082535427e-05	CDK11A	protein_coding
ENSG00000008130.15	5570	0.567883901916805	6.08408451625178	205.644742904897	8.40825924783438e-13	8.50738300788216e-12	NADK	protein_coding
ENSG00000008226.20	8338	0.785232076301674	3.24074314327892	63.51541079095	5.36091071550923e-08	2.13139135176883e-07	DLEC1	protein_coding
ENSG00000008256.16	5808	0.31163138616743	5.11482457805943	38.437831526204	2.77674591537263e-06	8.20936483052156e-06	CYTH3	protein_coding
ENSG00000008282.8	2804	-0.0158093928591815	6.37839316176343	0.195972316146587	0.662218878400864	0.708724974954607	SYPL1	protein_coding
ENSG00000008283.16	5296	1.26917038386505	4.50349267786642	436.134277324235	3.18310816562496e-16	7.10372560998656e-15	CYB561	protein_coding
ENSG00000008294.21	11966	-0.170929152742837	6.28657078095825	20.620541219535	0.000153289331620907	0.000338764317165291	SPAG9	protein_coding
ENSG00000008300.17	13850	0.782350992410499	2.48965519427669	51.6056673261613	2.94241504657223e-07	1.03128000748512e-06	CELSR3	protein_coding
ENSG00000008311.15	6664	-0.490172158817534	3.27981200950081	33.0328589742224	8.10036296585166e-06	2.21249016702572e-05	AASS	protein_coding
ENSG00000008324.12	3118	-0.0765182031129735	3.11896119442579	0.80314685673835	0.37964388421384	0.436965348717171	SS18L2	protein_coding
ENSG00000008382.16	2049	0.0981354724138881	2.5612285237709	0.85868482365987	0.363941976695936	0.42108603995192	MPND	protein_coding
ENSG00000008394.13	7441	-0.264773429399276	6.96781969750857	56.4082610830518	1.43501460688908e-07	5.30435761376547e-07	MGST1	protein_coding
ENSG00000008405.12	4782	-0.247292006704636	4.08057324183822	12.8244118939371	0.00162250007789785	0.00300932682978345	CRY1	protein_coding
ENSG00000008441.17	6302	-0.315033243018426	6.9092037589974	85.4592458311149	4.03257389711833e-09	1.97518263200421e-08	NFIX	protein_coding
ENSG00000008513.16	8852	-0.132013688871246	6.97909927912427	13.3941922139912	0.00133988903951053	0.00252423564711109	ST3GAL1	protein_coding
ENSG00000008516.17	4246	0.60772638931188	0.235769391740242	5.52224106966769	0.0279393387850647	0.0414358264598651	MMP25	protein_coding
ENSG00000008517.18	3209	-0.329859384025885	6.86962089657709	58.4611549047653	1.07011182660154e-07	4.03155691651085e-07	IL32	protein_coding
ENSG00000008710.20	18534	-0.121391686964382	7.64524782056751	8.36026882466775	0.00835014284116126	0.013694107249061	PKD1	protein_coding
ENSG00000008838.20	6962	-0.134198463076598	5.75179394510777	8.55156005979782	0.00773882432613726	0.0127655821811239	MED24	protein_coding
ENSG00000008853.17	6611	-0.0473115364218741	4.92195715822804	0.866887943159187	0.361702767020736	0.418689823114454	RHOBTB2	protein_coding
ENSG00000008869.12	8238	0.294830019467292	4.34812303484327	18.6914381318987	0.000262327378446358	0.000557051508899906	HEATR5B	protein_coding
ENSG00000008952.17	7928	0.662571781313649	7.19629834209506	366.924634856175	2.01290257990522e-15	3.72981551084264e-14	SEC62	protein_coding
ENSG00000008988.10	2907	-0.412343699653585	7.90318780830925	176.77944236707	3.87888609791782e-12	3.39496012557992e-11	RPS20	protein_coding
ENSG00000009307.16	5778	0.156011443333046	8.84361502107903	27.4909255082054	2.73545815087802e-05	6.85195129385752e-05	CSDE1	protein_coding
ENSG00000009335.18	9215	0.18475593702845	7.16814596004861	28.5179942070783	2.16064548742854e-05	5.50891151398607e-05	UBE3C	protein_coding
ENSG00000009413.16	12425	-0.203822351280433	4.52820145580632	9.01880988873983	0.00644311558570896	0.0107787225532453	REV3L	protein_coding
ENSG00000009694.13	12896	3.57399000174519	1.79510854056251	278.853429029449	3.63014538986003e-14	5.05029339681253e-13	TENM1	protein_coding
ENSG00000009780.16	4046	-0.314567083638391	2.54047146283785	8.71261968408611	0.00726230510549115	0.0120370892942763	FAM76A	protein_coding
ENSG00000009830.12	10007	0.185992031438448	5.31274163782868	14.6612285225003	0.000886159440214758	0.0017252157209282	POMT2	protein_coding
ENSG00000009844.16	7258	-0.0682029315856993	5.70344347981622	2.46892834678246	0.130076353000299	0.167734128091505	VTA1	protein_coding
ENSG00000009954.11	7060	-0.524640785262138	6.80183242670107	209.946451869865	6.80849022265564e-13	7.06698344350376e-12	BAZ1B	protein_coding
ENSG00000010017.13	3618	-0.162002945901347	5.7064832934429	13.9696255334128	0.00110826876072564	0.00211888999127541	RANBP9	protein_coding
ENSG00000010072.16	5906	-0.0833375382286238	3.8510324791219	0.982518886287292	0.332119802430068	0.38856552809231	SPRTN	protein_coding
ENSG00000010165.20	3831	-0.212543871624734	4.74508735925484	12.0544000194198	0.00211348638037853	0.0038460217341071	EEF1AKNMT	protein_coding
ENSG00000010219.13	7054	-0.352212135060023	3.32561496262571	16.1067106108028	0.000563504385008129	0.00113272129407775	DYRK4	protein_coding
ENSG00000010244.18	15834	-0.299464340610758	6.93199648088256	73.9404358763394	1.45557169608126e-08	6.44013011774756e-08	ZNF207	protein_coding
ENSG00000010256.11	3204	-0.153894809375692	7.20108637063488	21.2777444881313	0.000128406823698699	0.00028734545539321	UQCRC1	protein_coding
ENSG00000010270.13	4348	-0.105533239144738	5.24796726580667	2.97434618373329	0.0983090036477289	0.129986098101247	STARD3NL	protein_coding
ENSG00000010278.14	4165	1.66143265113825	7.24288619679576	2531.18506251142	1.27782625542995e-24	3.80065185041758e-22	CD9	protein_coding
ENSG00000010292.13	6470	-1.78107078706273	6.690885260552	2384.94991908935	2.48117751578555e-24	6.02856244011501e-22	NCAPD2	protein_coding
ENSG00000010295.19	5203	0.31147327883643	4.85020151776225	33.5656784870892	7.25476989790719e-06	2.00083190261866e-05	IFFO1	protein_coding
ENSG00000010318.21	3364	-0.664118221224789	1.00391837801166	11.2920476310746	0.00276471476559105	0.00493625485626281	PHF7	protein_coding
ENSG00000010322.16	9062	0.0438900914158603	6.0306656821798	1.25522036934432	0.274375986962367	0.328538915186215	NISCH	protein_coding
ENSG00000010327.10	10588	-0.575463088312955	4.09522109067187	47.6867678247476	5.4815419248685e-07	1.83829859537143e-06	STAB1	protein_coding
ENSG00000010361.14	2953	0.0533902514949289	4.30170385676371	0.671812838840655	0.421019402405718	0.478521920602256	FUZ	protein_coding
ENSG00000010404.18	9294	0.854999498306303	7.00296110931602	495.463754752715	8.07942314887499e-17	2.07099745529335e-15	IDS	protein_coding
ENSG00000010438.16	1664	0.607785293151768	0.90256623944473	9.70811887152997	0.00494709344391543	0.00843636901947262	PRSS3	protein_coding
ENSG00000010539.12	7498	-0.265779661443164	2.70962062248145	6.11328093323472	0.0214296886082314	0.0324765805292355	ZNF200	protein_coding
ENSG00000010610.10	4557	1.42225103999184	4.95436622523531	578.38878210162	1.51585595167103e-17	4.61199841662731e-16	CD4	protein_coding
ENSG00000010626.15	3052	-0.0459736022373732	2.31633404819216	0.168320722409045	0.685489490104489	0.730322331632444	LRRC23	protein_coding
ENSG00000010704.18	5675	0.193205044089546	3.79313506441935	6.36684521043793	0.0191712230854323	0.0293245938505758	HFE	protein_coding
ENSG00000010803.16	4447	-0.658686820451544	4.40191579682626	119.092649656851	1.8568406391148e-10	1.17593090548346e-09	SCMH1	protein_coding
ENSG00000010810.17	7411	0.358882056761204	4.67171616653351	40.0236775946042	2.06631524918149e-06	6.26027473895854e-06	FYN	protein_coding
