GeneID	Length	logFC	unshrunk.logFC	logCPM	PValue	FDR	gene_name	gene_type
ENSG00000003056.8	3585	-0.223421969405819	-0.223435331138712	6.35041679910951	0.999999603608851	0.999999999999597	M6PR	protein_coding
ENSG00000003096.14	6983	-0.978983100096872	-0.981730514179107	0.965125631299944	0.00614548755221199	0.0369411914613168	KLHL13	protein_coding
ENSG00000003249.14	4700	1.09753678854008	1.09791070249787	3.97290479959424	1.48322543919039e-08	2.30514613076337e-07	DBNDD1	protein_coding
ENSG00000003393.15	10438	0.0496199703828796	0.0496290124802962	4.76669806488357	0.999998828372401	0.999999999999597	ALS2	protein_coding
ENSG00000003402.20	22479	0.566392308404752	0.566433441337438	6.10422394531222	0.347854381811784	0.999999999999597	CFLAR	protein_coding
ENSG00000003436.16	11714	0.132131237360968	0.132138073579245	6.56007260567755	0.99999999417156	0.999999999999597	TFPI	protein_coding
ENSG00000003509.16	3651	-0.230571664293952	-0.230660281621112	3.68177080387589	0.997370036009563	0.999999999999597	NDUFAF7	protein_coding
ENSG00000003756.17	10357	-0.278176525595853	-0.278206519010133	5.50375470504617	0.999953109853424	0.999999999999597	RBM5	protein_coding
ENSG00000003987.14	6928	0.0680372446605123	0.0680925698384362	2.59808338983289	0.99902144625865	0.999999999999597	MTMR7	protein_coding
ENSG00000003989.18	7905	-0.956166534987795	-0.956209680001148	6.85313280744338	2.2717756443474e-11	5.48117505463455e-10	SLC7A2	protein_coding
ENSG00000004059.11	1825	0.0702760793656648	0.0702821244079428	5.79774737464248	0.999999950521724	0.999999999999597	ARF5	protein_coding
ENSG00000004139.14	11105	0.0381469647912591	0.0381554441954958	4.42615143126858	0.999999296795982	0.999999999999597	SARM1	protein_coding
ENSG00000004142.12	2670	-0.0683737071547308	-0.0683771785069808	6.60126798375387	0.999999997664934	0.999999999999597	POLDIP2	protein_coding
ENSG00000004399.13	9557	0.366663383489989	0.366677501864945	6.99444596853541	0.999810728168282	0.999999999999597	PLXND1	protein_coding
ENSG00000004455.17	9625	-0.134321241974649	-0.134330502499424	6.1465736525751	0.999999966722079	0.999999999999597	AK2	protein_coding
ENSG00000004478.8	5163	-0.27134678812477	-0.271366078093268	6.10318892813325	0.999990753934648	0.999999999999597	FKBP4	protein_coding
ENSG00000004487.17	5440	-0.576470988557997	-0.576508685560203	6.25212652751574	0.277568021797494	0.999999999999597	KDM1A	protein_coding
ENSG00000004534.15	7299	-0.451425786222837	-0.451476571593088	5.45661397256116	0.954982467325838	0.999999999999597	RBM6	protein_coding
ENSG00000004660.15	7433	-0.730719330381377	-0.731178295370253	3.02917136876347	0.0314999073672653	0.161535345419945	CAMKK1	protein_coding
ENSG00000004700.16	3779	-0.0220508542919177	-0.0220521530837853	6.40873951808034	0.999999999739483	0.999999999999597	RECQL	protein_coding
ENSG00000004766.17	9559	0.0284009967345179	0.0284112493200871	3.78661693160511	0.999994368427492	0.999999999999597	VPS50	protein_coding
ENSG00000004776.13	1724	0.767879308165183	0.767928840383902	6.29692695589363	1.1404651087908e-05	0.00011197588839926	HSPB6	protein_coding
ENSG00000004777.18	5260	-1.80428627294786	-1.80524874931037	3.56069359524539	1.53091553640168e-13	5.25046201162334e-12	ARHGAP33	protein_coding
ENSG00000004779.10	1548	0.15909590118965	0.159116166577565	5.24445411326636	0.999997643400616	0.999999999999597	NDUFAB1	protein_coding
ENSG00000004799.8	4544	8.2296216408713	144269484.694477	-0.329612454737441	4.95777281973064e-10	9.77446159007695e-09	PDK4	protein_coding
ENSG00000004864.14	3710	-0.594478091286103	-0.594620411160226	4.38676610865439	0.188198399413711	0.753623627735824	SLC25A13	protein_coding
ENSG00000004866.21	6453	0.367015899873273	0.367115862812045	4.18099368536323	0.963642601180672	0.999999999999597	ST7	protein_coding
ENSG00000004897.12	6824	-0.267715348999036	-0.267726373339329	6.88766602728717	0.999998495642491	0.999999999999597	CDC27	protein_coding
ENSG00000004961.15	2343	0.376995913416342	0.377059352206588	4.86453836185741	0.986394362404174	0.999999999999597	HCCS	protein_coding
ENSG00000004975.12	5321	-0.646472087081907	-0.6465859779193	4.83544441802602	0.0410657498587332	0.203511993913532	DVL2	protein_coding
ENSG00000005007.13	8573	-0.0905971481369275	-0.0906009654142894	6.83232311135606	0.999999994206812	0.999999999999597	UPF1	protein_coding
ENSG00000005020.13	5361	0.119138840155649	0.119166273997038	4.41302348263235	0.99998496512333	0.999999999999597	SKAP2	protein_coding
ENSG00000005022.6	1555	-0.656020017179502	-0.656050139221405	6.77525408660277	0.00653514707430035	0.0389422529114871	SLC25A5	protein_coding
ENSG00000005059.16	3555	-1.12433235527767	-1.12482835907	3.61466482829318	2.40594793405407e-08	3.62806012328381e-07	MCUB	protein_coding
ENSG00000005075.15	1355	-0.122277568804901	-0.122286203063574	6.1070407384314	0.999999972263476	0.999999999999597	POLR2J	protein_coding
ENSG00000005100.13	5789	-0.391858116547438	-0.391944905750375	4.47280434904968	0.97150225129536	0.999999999999597	DHX33	protein_coding
ENSG00000005102.14	2674	-2.0688164178264	-2.08906082057162	-0.378245060665248	3.89681555574717e-05	0.000347410672621159	MEOX1	protein_coding
ENSG00000005156.12	12901	-0.686605633110458	-0.68672603168117	4.8484317052685	0.0107292205369884	0.0613692916059638	LIG3	protein_coding
ENSG00000005175.10	5350	-0.291709799470445	-0.291768880368011	4.58829512665121	0.997988446526971	0.999999999999597	RPAP3	protein_coding
ENSG00000005187.12	7510	-0.790336848946449	-0.791605455996097	1.70688602250436	0.0230597407564217	0.122854721367829	ACSM3	protein_coding
ENSG00000005189.19	4114	-1.7125404706841	-1.71558515453926	1.81124274482903	4.37699419446561e-09	7.33795207470615e-08	REXO5	protein_coding
ENSG00000005194.15	3383	0.294722946371229	0.294766608967508	5.05101794654842	0.999561211012716	0.999999999999597	CIAPIN1	protein_coding
ENSG00000005206.17	7419	0.0543723678832682	0.0543789755164291	5.29411241309551	0.999999922627282	0.999999999999597	SPPL2B	protein_coding
ENSG00000005238.20	6375	1.2788028606113	1.27888933319978	6.34904761686681	1.4742553850792e-16	9.35013957647108e-15	FAM214B	protein_coding
ENSG00000005243.10	1866	0.483786372920715	0.483851366832276	5.19983553605724	0.851271520680063	0.999999999999597	COPZ2	protein_coding
ENSG00000005249.13	4262	-0.314530916705784	-0.314714497727504	3.08581798080417	0.918009473748114	0.999999999999597	PRKAR2B	protein_coding
ENSG00000005302.19	9780	-0.222547941531787	-0.222601934325888	4.32405106278817	0.999591342829359	0.999999999999597	MSL3	protein_coding
ENSG00000005339.15	15479	-0.450412517095781	-0.450447144159648	5.99827867164349	0.904086914367327	0.999999999999597	CREBBP	protein_coding
ENSG00000005379.17	11389	-2.0952994127652	-2.11302991102614	-0.175465728262014	3.06388524001517e-05	0.000277018261402	TSPOAP1	protein_coding
ENSG00000005436.14	5462	-0.209235597037489	-0.209310291638111	3.78350663883289	0.998486047435017	0.999999999999597	GCFC2	protein_coding
ENSG00000005448.17	2852	0.00166697407870247	0.00166704899071082	3.94551709427248	0.999999770449286	0.999999999999597	WDR54	protein_coding
ENSG00000005469.12	4995	0.03837421459754	0.0383848934336128	4.18631755669909	0.999995986937597	0.999999999999597	CROT	protein_coding
ENSG00000005483.21	9949	-0.121030135838882	-0.121041863346605	5.61074630706949	0.999981909471744	0.999999999999597	KMT2E	protein_coding
ENSG00000005486.17	2390	0.802825476100509	0.802934845523885	5.22411010583594	3.23752030202001e-05	0.00029134305023551	RHBDD2	protein_coding
ENSG00000005700.15	8719	0.131544753952425	0.131553390305876	6.22840999193818	0.999999884577566	0.999999999999597	IBTK	protein_coding
ENSG00000005801.18	11711	-0.393275919799425	-0.3935646811535	2.76283953602134	0.843767685837466	0.999999999999597	ZNF195	protein_coding
ENSG00000005810.18	15987	0.179114389134814	0.179131930165573	5.66042890030632	0.999964943137363	0.999999999999597	MYCBP2	protein_coding
ENSG00000005812.11	7076	0.239324209533692	0.239342665239261	5.98307251278836	0.999995371909208	0.999999999999597	FBXL3	protein_coding
ENSG00000005882.12	5471	1.03583397366805	1.03609272067442	4.40146263039007	1.37865036425896e-08	2.16013600670584e-07	PDK2	protein_coding
ENSG00000005884.18	9802	0.959466438395601	0.95947942318559	8.59050916855367	9.64604201788873e-13	2.94520125399289e-11	ITGA3	protein_coding
ENSG00000005889.15	9037	-0.100787074397375	-0.100802553866715	4.97367735642554	0.999995192788541	0.999999999999597	ZFX	protein_coding
ENSG00000005893.16	9404	0.320380897914613	0.32039082047169	7.30403060178746	0.999997152736493	0.999999999999597	LAMP2	protein_coding
ENSG00000006007.12	4390	0.897904850958076	0.897957911740704	6.45131882167315	9.33231418040298e-10	1.75755187692284e-08	GDE1	protein_coding
ENSG00000006015.17	3370	-0.0238239807117225	-0.0238283667496388	4.7806826279148	0.999999906538285	0.999999999999597	REX1BD	protein_coding
ENSG00000006016.11	2967	-0.193409764970938	-0.193550821480172	2.73936240909413	0.989366918152122	0.999999999999597	CRLF1	protein_coding
ENSG00000006025.12	6572	-0.0219602110119668	-0.0219936607558742	1.79849106929897	0.997630941368195	0.999999999999597	OSBPL7	protein_coding
ENSG00000006042.12	5187	0.127003181592603	0.127016411438447	5.53495846584864	0.999999686545153	0.999999999999597	TMEM98	protein_coding
ENSG00000006062.17	5668	-0.845858875514485	-0.846809635834102	2.21352578868823	0.00632485746109661	0.0378723068592078	MAP3K14	protein_coding
ENSG00000006118.15	7274	-0.479188954848218	-0.479196927086701	8.21497172852616	0.983567207571397	0.999999999999597	TMEM132A	protein_coding
ENSG00000006125.18	7591	-0.111820933190506	-0.111823566738732	7.68183757509115	0.999999999391703	0.999999999999597	AP2B1	protein_coding
ENSG00000006194.10	6403	0.179840729402856	0.179879191153664	4.51086859898554	0.999936990233416	0.999999999999597	ZNF263	protein_coding
ENSG00000006282.21	5337	0.728612680802953	0.728737579560888	4.88644583419521	0.00139894283028363	0.0095766518909615	SPATA20	protein_coding
ENSG00000006327.14	1801	-0.0241698154810399	-0.024170197572427	8.27112399348876	0.999999999994197	0.999999999999597	TNFRSF12A	protein_coding
ENSG00000006451.8	3579	0.477514433395859	0.477543167867282	6.35987693783685	0.955506625162715	0.999999999999597	RALA	protein_coding
ENSG00000006453.14	4821	0.558917456890367	0.559056677428678	4.32258223300767	0.354098514455264	0.999999999999597	BAIAP2L1	protein_coding
ENSG00000006459.11	9378	-0.212414262868709	-0.212566171187445	2.77991032247169	0.990273784866204	0.999999999999597	KDM7A	protein_coding
ENSG00000006468.14	9615	-0.047249728949641	-0.0472582582957992	4.76209670520659	0.999999708415856	0.999999999999597	ETV1	protein_coding
ENSG00000006530.18	10697	-0.110024451439223	-0.110054755734441	4.14191100209515	0.999963677015476	0.999999999999597	AGK	protein_coding
ENSG00000006534.16	6626	0.219386026491544	0.219440094265682	4.31124024131209	0.999666455523184	0.999999999999597	ALDH3B1	protein_coding
ENSG00000006576.16	8646	-0.0955697932923655	-0.0955771433297491	5.9752150715467	0.999999978044672	0.999999999999597	PHTF2	protein_coding
ENSG00000006607.14	14371	-0.0906300373976527	-0.0906413521761739	5.26851467009313	0.999999385274219	0.999999999999597	FARP2	protein_coding
ENSG00000006625.18	1594	-0.880972213938036	-0.881288001003034	3.85882752228363	0.000181671259434729	0.00145362286479986	GGCT	protein_coding
ENSG00000006634.8	4595	-2.03977254936258	-2.04061782545083	4.01288360543907	1.35859106426346e-16	8.81092272541689e-15	DBF4	protein_coding
ENSG00000006638.13	2827	0.359576925105172	0.35990681254531	2.43879183408446	0.863066999791483	0.999999999999597	TBXA2R	protein_coding
ENSG00000006652.15	7902	-0.00733679728557726	-0.00733755672464577	5.45598564185724	0.999999996853642	0.999999999999597	IFRD1	protein_coding
ENSG00000006695.12	6756	-0.166179661365973	-0.166250024265069	3.52126524583595	0.998909433227405	0.999999999999597	COX10	protein_coding
ENSG00000006704.10	6498	-0.42609942060516	-0.426201971985498	4.36520590357779	0.894176389848115	0.999999999999597	GTF2IRD1	protein_coding
ENSG00000006712.15	2850	-0.172462116732669	-0.172477565258923	5.76758424625706	0.999999647998516	0.999999999999597	PAF1	protein_coding
ENSG00000006715.16	7752	0.264421693122682	0.264457892697618	5.16118009770394	0.999911501162441	0.999999999999597	VPS41	protein_coding
ENSG00000006740.17	9322	0.0552445020791098	0.0553284137604415	1.6931887435321	0.991884761436507	0.999999999999597	ARHGAP44	protein_coding
ENSG00000006744.19	7002	0.0791755669526524	0.0791816118983022	5.9887855590835	0.99999998840628	0.999999999999597	ELAC2	protein_coding
ENSG00000006756.16	7026	0.610998748674224	0.611262928504578	3.54059004503092	0.152206745662628	0.63285576510629	ARSD	protein_coding
ENSG00000006757.12	3411	0.0460747306783846	0.0461443285391863	1.64592657033468	0.990978044634378	0.999999999999597	PNPLA4	protein_coding
ENSG00000006831.10	5831	-0.0699244627216459	-0.0699304492877205	5.83795013086865	0.999999989268254	0.999999999999597	ADIPOR2	protein_coding
ENSG00000006837.12	3149	1.29704680419704	1.30180630903384	0.65834769076714	0.00030193969305185	0.00231912806982968	CDKL3	protein_coding
ENSG00000007047.15	6656	0.617656913067745	0.617731158933144	5.37648697756958	0.0830150398039391	0.37440325533536	MARK4	protein_coding
ENSG00000007080.11	1661	-0.12893685625505	-0.128948942403223	5.71441904718245	0.999997024564014	0.999999999999597	CCDC124	protein_coding
ENSG00000007168.14	13771	0.163004041622985	0.163008171442195	7.58327176131901	0.999999998406959	0.999999999999597	PAFAH1B1	protein_coding
ENSG00000007202.15	9232	0.332413078221408	0.332421580899569	7.58394097788377	0.999981197694145	0.999999999999597	KIAA0100	protein_coding
ENSG00000007237.18	10100	-0.0344323212876667	-0.0344426674414261	4.02643281723707	0.999992437223981	0.999999999999597	GAS7	protein_coding
ENSG00000007255.10	933	1.28053882807677	1.28836300879967	-0.0340907660125758	0.00459256128944198	0.0284884123711484	TRAPPC6A	protein_coding
ENSG00000007341.19	8108	0.167027172922454	0.167098014773921	3.53612313780782	0.999205867773807	0.999999999999597	ST7L	protein_coding
ENSG00000007376.8	2769	0.12350279630075	0.123522678859303	4.89315717162211	0.999961374288874	0.999999999999597	RPUSD1	protein_coding
ENSG00000007384.15	4914	0.603038882473361	0.603073721687908	6.43169065589894	0.109775845809909	0.478217958602714	RHBDF1	protein_coding
ENSG00000007392.17	6176	-0.767323795723837	-0.767469217146178	4.75235725998275	0.000348903658966434	0.00265268268877477	LUC7L	protein_coding
ENSG00000007516.14	6109	0.0235620790645012	0.0235703445457201	3.58825052602101	0.999952395663205	0.999999999999597	BAIAP3	protein_coding
ENSG00000007520.4	1210	0.0538616878798672	0.053866205808242	5.83571195390797	0.999999980045824	0.999999999999597	TSR3	protein_coding
ENSG00000007541.17	7856	0.0733501485891802	0.0733596427345349	5.20220968106803	0.99999872257841	0.999999999999597	PIGQ	protein_coding
ENSG00000007545.16	8596	-0.283956003204862	-0.284007570734751	4.74220583403952	0.99797753804071	0.999999999999597	CRAMP1	protein_coding
ENSG00000007866.21	3049	-0.160538939379435	-0.160550559170025	6.06879717047254	0.999999881542909	0.999999999999597	TEAD3	protein_coding
ENSG00000007923.16	5083	-0.0201065727572855	-0.0201083080486278	5.76495939932624	0.999999996124256	0.999999999999597	DNAJC11	protein_coding
ENSG00000007944.15	3072	0.310221944045431	0.310576609744107	2.11280770612173	0.861527626354447	0.999999999999597	MYLIP	protein_coding
ENSG00000007968.7	5462	-3.10953293306272	-3.13087616597812	0.572947003973834	1.13394805888589e-08	1.79300989586072e-07	E2F2	protein_coding
ENSG00000008018.9	2219	-0.106569102733638	-0.106574372411964	6.6259226622046	0.99999999798202	0.999999999999597	PSMB1	protein_coding
ENSG00000008056.14	3733	0.0710141703278301	0.0711111763426196	1.8220238883443	0.981826393582596	0.999999999999597	SYN1	protein_coding
ENSG00000008083.14	6244	0.185377741972381	0.185424015510921	4.30119552482364	0.999547068724221	0.999999999999597	JARID2	protein_coding
ENSG00000008086.13	19056	-0.438252113041827	-0.43842897390591	3.61174961076052	0.758021074401719	0.999999999999597	CDKL5	protein_coding
ENSG00000008118.10	3328	1.86896181387734	1.88171969152958	0.00415101613814541	2.14107772742626e-05	0.000199544742711131	CAMK1G	protein_coding
ENSG00000008128.23	5085	-0.269834938092218	-0.269866781452257	5.37863123598415	0.999919783586028	0.999999999999597	CDK11A	protein_coding
ENSG00000008130.15	5570	0.567883901916805	0.567925608814174	6.08408451625178	0.345228850123022	0.999999999999597	NADK	protein_coding
ENSG00000008226.20	8338	0.785232076301674	0.785656272109207	3.24074314327892	0.00632944739409147	0.0378866401788591	DLEC1	protein_coding
ENSG00000008256.16	5808	0.31163138616743	0.311675296346541	5.11482457805943	0.999431352384158	0.999999999999597	CYTH3	protein_coding
ENSG00000008282.8	2804	-0.0158093928591815	-0.0158103301173159	6.37839316176343	0.999999999910277	0.999999999999597	SYPL1	protein_coding
ENSG00000008283.16	5296	1.26917038386505	1.26947820396924	4.50349267786642	5.04831241456032e-12	1.34395736826512e-10	CYB561	protein_coding
ENSG00000008294.21	11966	-0.170929152742837	-0.170939782376726	6.28657078095825	0.999999933740564	0.999999999999597	SPAG9	protein_coding
ENSG00000008300.17	13850	0.782350992410499	0.78306791085504	2.48965519427669	0.0104640028995122	0.060051401869423	CELSR3	protein_coding
ENSG00000008311.15	6664	-0.490172158817534	-0.490424352342245	3.27981200950081	0.60347563701119	0.999999999999597	AASS	protein_coding
ENSG00000008324.12	3118	-0.0765182031129735	-0.0765609495979223	3.11896119442579	0.999799593907032	0.999999999999597	SS18L2	protein_coding
ENSG00000008382.16	2049	0.0981354724138881	0.0982190810403706	2.5612285237709	0.997701904466515	0.999999999999597	MPND	protein_coding
ENSG00000008394.13	7441	-0.264773429399276	-0.264783773836237	6.96781969750857	0.99999883029746	0.999999999999597	MGST1	protein_coding
ENSG00000008405.12	4782	-0.247292006704636	-0.247363884543802	4.08057324183822	0.998528630163683	0.999999999999597	CRY1	protein_coding
ENSG00000008441.17	6302	-0.315033243018426	-0.315046057346391	6.9092037589974	0.999992225831585	0.999999999999597	NFIX	protein_coding
ENSG00000008513.16	8852	-0.132013688871246	-0.132018771137789	6.97909927912427	0.999999991914359	0.999999999999597	ST3GAL1	protein_coding
ENSG00000008516.17	4246	0.60772638931188	0.610502382080325	0.235769391740242	0.219705135950393	0.855560564397344	MMP25	protein_coding
ENSG00000008517.18	3209	-0.329859384025885	-0.329873232149827	6.86962089657709	0.99975519913434	0.999999999999597	IL32	protein_coding
ENSG00000008710.20	18534	-0.121391686964382	-0.121394605359683	7.64524782056751	0.999999938716127	0.999999999999597	PKD1	protein_coding
ENSG00000008838.20	6962	-0.134198463076598	-0.134210562748727	5.75179394510777	0.999999641802976	0.999999999999597	MED24	protein_coding
ENSG00000008853.17	6611	-0.0473115364218741	-0.0473190504350312	4.92195715822804	0.999999893537628	0.999999999999597	RHOBTB2	protein_coding
ENSG00000008869.12	8238	0.294830019467292	0.294901382046652	4.34812303484327	0.995409686343626	0.999999999999597	HEATR5B	protein_coding
ENSG00000008952.17	7928	0.662571781313649	0.662594469923038	7.19629834209506	0.00301463130605874	0.0193905311934449	SEC62	protein_coding
ENSG00000008988.10	2907	-0.412343699653585	-0.412352179088295	7.90318780830925	0.999508201967101	0.999999999999597	RPS20	protein_coding
ENSG00000009307.16	5778	0.156011443333046	0.156013095055784	8.84361502107903	0.999999999153013	0.999999999999597	CSDE1	protein_coding
ENSG00000009335.18	9215	0.18475593702845	0.18476218751218	7.16814596004861	0.999999969622774	0.999999999999597	UBE3C	protein_coding
ENSG00000009413.16	12425	-0.203822351280433	-0.203864957358301	4.52820145580632	0.999605241983511	0.999999999999597	REV3L	protein_coding
ENSG00000009694.13	12896	3.57399000174519	3.58615601802934	1.79510854056251	3.39316319830734e-13	1.10444261007547e-11	TENM1	protein_coding
ENSG00000009780.16	4046	-0.314567083638391	-0.314835462145613	2.54047146283785	0.925374532459449	0.999999999999597	FAM76A	protein_coding
ENSG00000009830.12	10007	0.185992031438448	0.186014935881544	5.31274163782868	0.999995504716087	0.999999999999597	POMT2	protein_coding
ENSG00000009844.16	7258	-0.0682029315856993	-0.0682093709514409	5.70344347981622	0.999999981793429	0.999999999999597	VTA1	protein_coding
ENSG00000009954.11	7060	-0.524640785262138	-0.524664094711692	6.80183242670107	0.751118831459063	0.999999999999597	BAZ1B	protein_coding
ENSG00000010017.13	3618	-0.162002945901347	-0.162018076057299	5.7064832934429	0.999999600792222	0.999999999999597	RANBP9	protein_coding
ENSG00000010072.16	5906	-0.0833375382286238	-0.0833650676239143	3.8510324791219	0.999802263855305	0.999999999999597	SPRTN	protein_coding
ENSG00000010165.20	3831	-0.212543871624734	-0.212582469897743	4.74508735925484	0.999827476152928	0.999999999999597	EEF1AKNMT	protein_coding
ENSG00000010219.13	7054	-0.352212135060023	-0.352385596028011	3.32561496262571	0.936164899367021	0.999999999999597	DYRK4	protein_coding
ENSG00000010244.18	15834	-0.299464340610758	-0.299476327497121	6.93199648088256	0.999995117997704	0.999999999999597	ZNF207	protein_coding
ENSG00000010256.11	3204	-0.153894809375692	-0.153899911725325	7.20108637063488	0.999999994862592	0.999999999999597	UQCRC1	protein_coding
ENSG00000010270.13	4348	-0.105533239144738	-0.10554707704598	5.24796726580667	0.999991884811023	0.999999999999597	STARD3NL	protein_coding
ENSG00000010278.14	4165	1.66143265113825	1.66149838628221	7.24288619679576	7.97496938649665e-22	1.76379739598018e-19	CD9	protein_coding
ENSG00000010292.13	6470	-1.78107078706273	-1.78117749773519	6.690885260552	1.06544870600179e-21	2.29750695340461e-19	NCAPD2	protein_coding
ENSG00000010295.19	5203	0.31147327883643	0.311526100086657	4.85020151776225	0.998936857876957	0.999999999999597	IFFO1	protein_coding
ENSG00000010318.21	3364	-0.664118221224789	-0.665840795779801	1.00391837801166	0.143530186051285	0.602442637365139	PHF7	protein_coding
ENSG00000010322.16	9062	0.0438900914158603	0.0438933943760238	6.0306656821798	0.999999998476019	0.999999999999597	NISCH	protein_coding
ENSG00000010327.10	10588	-0.575463088312955	-0.575632652012645	4.09522109067187	0.265303188907498	0.995593933400751	STAB1	protein_coding
ENSG00000010361.14	2953	0.0533902514949289	0.0534031983331713	4.30170385676371	0.99999566480319	0.999999999999597	FUZ	protein_coding
ENSG00000010404.18	9294	0.854999498306303	0.855033822618531	7.00296110931602	1.88679116979905e-08	2.88596639456938e-07	IDS	protein_coding
ENSG00000010438.16	1664	0.607785293151768	0.609480876157953	0.90256623944473	0.20893754545156	0.820839102081981	PRSS3	protein_coding
ENSG00000010539.12	7498	-0.265779661443164	-0.265978351288922	2.70962062248145	0.961184453439225	0.999999999999597	ZNF200	protein_coding
ENSG00000010610.10	4557	1.42225103999184	1.42251087222015	4.95436622523531	5.06169004379307e-14	1.89412613764586e-12	CD4	protein_coding
ENSG00000010626.15	3052	-0.0459736022373732	-0.0460186509301212	2.31633404819216	0.998741472619516	0.999999999999597	LRRC23	protein_coding
ENSG00000010704.18	5675	0.193205044089546	0.193273269503948	3.79313506441935	0.999040459270402	0.999999999999597	HFE	protein_coding
ENSG00000010803.16	4447	-0.658686820451544	-0.658844091429377	4.40191579682626	0.0328247697776872	0.167285111797602	SCMH1	protein_coding
ENSG00000010810.17	7411	0.358882056761204	0.358951346784015	4.67171616653351	0.992430821440973	0.999999999999597	FYN	protein_coding
ENSG00000010818.10	10655	0.389982854780864	0.390032660276189	5.27756060849693	0.979869548137884	0.999999999999597	HIVEP2	protein_coding
ENSG00000011007.12	5391	0.440165795077637	0.440198235983813	6.06465985987409	0.987241075240606	0.999999999999597	ELOA	protein_coding
ENSG00000011009.11	2021	0.283707245673797	0.283736197320198	5.57430320842692	0.99989697696557	0.999999999999597	LYPLA2	protein_coding
ENSG00000011021.23	8173	-0.323093679001123	-0.323253886144856	3.30486354761656	0.945520863905754	0.999999999999597	CLCN6	protein_coding
ENSG00000011028.14	6591	0.283804388619846	0.283806583867071	9.30214533531075	0.999999794265962	0.999999999999597	MRC2	protein_coding
