Row.names	Length	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_name	gene_type
ENSG00000006534.16	6626	0.189662476351059	4.30278583181318	2.98698458848313	0.00683721924917659	0.0113663746041771	-4.12333832210547	ALDH3B1	protein_coding
ENSG00000006576.16	8646	-0.124701700012479	5.9728571304356	-2.99855308323899	0.0066569111363443	0.0111083743483339	-4.51469987941949	PHTF2	protein_coding
ENSG00000006607.14	14371	-0.120743700261618	5.26435855164	-2.31341771988301	0.0305184531127624	0.0450016099365983	-5.78789223795218	FARP2	protein_coding
ENSG00000006625.18	1594	-0.904776683870059	3.77948963769201	-10.1618838527789	9.83416138056677e-10	5.74303039865123e-09	11.991324922661	GGCT	protein_coding
ENSG00000006634.8	4595	-2.06638937402624	3.66914960212984	-25.0348201494261	1.46285276004402e-17	5.53413880778933e-16	30.3622733151435	DBF4	protein_coding
ENSG00000006638.13	2827	0.328307419645156	2.41369740557064	2.95312044176445	0.00739237969383464	0.0122116194674271	-3.60783106540062	TBXA2R	protein_coding
ENSG00000006652.15	7902	-0.0366697519443598	5.45387796141481	-0.792498559528771	0.436603978591574	0.494800632944636	-8.01153038897833	IFRD1	protein_coding
ENSG00000006695.12	6756	-0.195421436103193	3.50997549031181	-2.35368212491717	0.0280181782760328	0.0416350756688639	-5.21010488918996	COX10	protein_coding
ENSG00000006704.10	6498	-0.457737716869886	4.33977695474688	-6.62783681375306	1.20414983302434e-06	3.90686266118166e-06	4.52492922563555	GTF2IRD1	protein_coding
ENSG00000006712.15	2850	-0.201894210236824	5.76272179359543	-4.80613617775811	8.61374076374252e-05	0.000199671649980277	-0.172467692373109	PAF1	protein_coding
ENSG00000006715.16	7752	0.235860196836513	5.15313286424993	4.76102079657273	9.60849492642131e-05	0.00022083152941073	-0.140377434236878	VPS41	protein_coding
ENSG00000006740.17	9322	0.0206457490367779	1.66323429486495	0.141766003731183	0.888565883301074	0.907934019595263	-7.16807901659201	ARHGAP44	protein_coding
ENSG00000006744.19	7002	0.0496682307832029	5.98661618070143	1.20106169528364	0.242605666719676	0.293347610330212	-7.72249529606182	ELAC2	protein_coding
ENSG00000006756.16	7026	0.58105463162437	3.50402577427651	7.17385399664665	3.60587076138974e-07	1.28416342908205e-06	5.99938427649783	ARSD	protein_coding
ENSG00000006757.12	3411	0.00869772636488457	1.60877542760298	0.0562719701420168	0.955637358268159	0.964188797957891	-7.15815389809438	PNPLA4	protein_coding
ENSG00000006831.10	5831	-0.0991841948200212	5.8351243423515	-2.36443101215542	0.0273833812423648	0.0407655082682115	-5.81959193756842	ADIPOR2	protein_coding
ENSG00000006837.12	3149	1.26269963133034	0.458028402329549	5.71936272486193	9.71599971504226e-06	2.67236465376585e-05	3.46477960423359	CDKL3	protein_coding
ENSG00000007047.15	6656	0.588375985747629	5.34105648670688	12.1814949129208	3.33225717495374e-11	2.61413226580841e-10	15.0884521059134	MARK4	protein_coding
ENSG00000007080.11	1661	-0.160502813721087	5.7078873369323	-2.91371194428022	0.00809286580528089	0.0132949269599943	-4.64528728679897	CCDC124	protein_coding
ENSG00000007168.14	13771	0.133797537412055	7.58041140302425	4.37619977461838	0.000244765767132784	0.00052714784629309	-1.53387616940038	PAFAH1B1	protein_coding
ENSG00000007202.15	9232	0.30483922466964	7.57379281275559	8.98697318022061	8.73715523042745e-09	4.22197940840627e-08	8.9303528088201	KIAA0100	protein_coding
ENSG00000007237.18	10100	-0.0660071740792973	4.01838660649508	-0.940953297882304	0.357032243129993	0.413866632592092	-7.49260132008592	GAS7	protein_coding
ENSG00000007255.10	933	1.20220780830953	-0.301350445990047	3.860466862595	0.000857453342256538	0.00168032802536267	-0.770595207158508	TRAPPC6A	protein_coding
ENSG00000007341.19	8108	0.136735761484583	3.52623173156317	1.7124141819713	0.101000211988978	0.13361615467959	-6.35631228872893	ST7L	protein_coding
ENSG00000007376.8	2769	0.0883851558518298	4.88450286346997	1.30235161787673	0.206378640717508	0.254175621547635	-7.33837447993754	RPUSD1	protein_coding
ENSG00000007384.15	4914	0.573669447284602	6.39921337076014	14.8468633600953	6.95522834277034e-13	7.97240160406187e-12	18.891518053213	RHBDF1	protein_coding
ENSG00000007392.17	6176	-0.797727319115693	4.69607769675315	-13.6771024433813	3.52767310525658e-12	3.44402313179294e-11	17.5619433591166	LUC7L	protein_coding
ENSG00000007516.14	6109	-0.00407721721942512	3.57324927535844	-0.0469326039644019	0.962993938825228	0.970532712430566	-7.8066461394283	BAIAP3	protein_coding
ENSG00000007520.4	1210	0.0247362953944074	5.83293579598517	0.548723074887243	0.588767973901715	0.639518720424285	-8.26410952432501	TSR3	protein_coding
ENSG00000007541.17	7856	0.0406288527955529	5.19695702047446	0.70647596472529	0.48736975200786	0.543373333670756	-8.01469023767353	PIGQ	protein_coding
ENSG00000007545.16	8596	-0.307356309617423	4.73168769065892	-4.80902864565534	8.55362506576962e-05	0.00019835809384271	0.0863530304868672	CRAMP1	protein_coding
ENSG00000007866.21	3049	-0.189541866636844	6.06520416886116	-4.70042073778729	0.00011129387981411	0.000253355861793774	-0.493017523109992	TEAD3	protein_coding
ENSG00000007923.16	5083	-0.0481139729851493	5.76346956068079	-1.08804492929197	0.28845019200124	0.342774282717737	-7.80286140688945	DNAJC11	protein_coding
ENSG00000007944.15	3072	0.275368584910146	2.07430495222684	2.03308694723474	0.0543888034558536	0.0761019748898476	-5.34609513048888	MYLIP	protein_coding
ENSG00000007968.7	5462	-3.11781131040529	-0.236956870998702	-8.63227100608351	1.74818621393059e-08	7.96144677310363e-08	9.58911913829027	E2F2	protein_coding
ENSG00000008018.9	2219	-0.135787747720015	6.62357426597629	-3.78156116449771	0.00103784529069966	0.00200379061106433	-2.82191980356806	PSMB1	protein_coding
ENSG00000008056.14	3733	0.0491332943784782	1.77497848768393	0.30278276083439	0.764923694198	0.80041845496844	-7.16924290300314	SYN1	protein_coding
ENSG00000008083.14	6244	0.16000877450904	4.29299587739343	2.23290738243289	0.0361419909627667	0.0524510377806586	-5.68188753766993	JARID2	protein_coding
ENSG00000008086.13	19056	-0.469322123369429	3.58303626579209	-5.14645888458545	3.79099797147079e-05	9.35868717885555e-05	1.24022595139251	CDKL5	protein_coding
ENSG00000008118.10	3328	1.83333289876835	-0.358227617175328	6.21241403633804	3.09115906606346e-06	9.33734635767128e-06	4.67783350914967	CAMK1G	protein_coding
ENSG00000008128.23	5085	-0.298659191608135	5.36829955648485	-6.09653808964296	4.03591618987687e-06	1.19279750199702e-05	3.02222827918674	CDK11A	protein_coding
ENSG00000008130.15	5570	0.538630149400346	6.05574643087971	13.4275294137421	5.06073973674937e-12	4.74999663826279e-11	16.8936426209229	NADK	protein_coding
ENSG00000008226.20	8338	0.754089073048263	3.17319832602091	7.36334249885284	2.39473055168366e-07	8.81030001004368e-07	6.51832697900851	DLEC1	protein_coding
ENSG00000008256.16	5808	0.281860055545787	5.10311030663924	5.57709731323636	1.35860429556128e-05	3.6418857149423e-05	1.85094397363391	CYTH3	protein_coding
ENSG00000008282.8	2804	-0.0449643854720196	6.37720725904036	-1.23756622181274	0.229032040099049	0.278712734463085	-7.75352908219028	SYPL1	protein_coding
ENSG00000008283.16	5296	1.23841630098216	4.36608796938475	19.6671436606334	2.27934054110983e-15	4.80695643944813e-14	25.2004256603863	CYB561	protein_coding
ENSG00000008294.21	11966	-0.199439024595894	6.28274014069456	-5.29023920979128	2.68659429616668e-05	6.83072044261923e-05	0.901013176772231	SPAG9	protein_coding
ENSG00000008300.17	13850	0.749469837837124	2.42282586118714	6.56308185054871	1.39280980232093e-06	4.46688267332933e-06	4.93766321314733	CELSR3	protein_coding
ENSG00000008311.15	6664	-0.51776800776523	3.24639595996045	-5.90213211185813	6.33514378430883e-06	1.80193842412385e-05	3.1532773553377	AASS	protein_coding
ENSG00000008324.12	3118	-0.104051283015272	3.10951678188829	-1.19518894803502	0.244844797576025	0.295661318982501	-6.93711711014577	SS18L2	protein_coding
ENSG00000008382.16	2049	0.0751259827630635	2.54840246458935	0.691824891726785	0.496345040208298	0.551881939325385	-7.22911200275213	MPND	protein_coding
ENSG00000008394.13	7441	-0.294256344859289	6.9602043519322	-8.10250556024461	5.07926692688233e-08	2.11385285244786e-07	7.20547634602311	MGST1	protein_coding
ENSG00000008405.12	4782	-0.278177596746139	4.06777967669832	-4.06245996993522	0.000525178213818355	0.00106850446592528	-1.54286732994134	CRY1	protein_coding
ENSG00000008441.17	6302	-0.343966432386691	6.89953468997489	-9.94992681296318	1.44034542238562e-09	8.12271947746789e-09	10.8947135976078	NFIX	protein_coding
ENSG00000008513.16	8852	-0.161461342381936	6.97645533280886	-4.37850337628093	0.000243397256585636	0.000524396911871962	-1.43709831568131	ST3GAL1	protein_coding
ENSG00000008516.17	4246	0.627437468425028	0.118193271168001	2.45319376163016	0.02262727970392	0.0342436355971861	-3.95629280553274	MMP25	protein_coding
ENSG00000008517.18	3209	-0.362031952698269	6.85746867477732	-8.17624402192701	4.36876297014149e-08	1.84087762574281e-07	7.37744468096128	IL32	protein_coding
ENSG00000008710.20	18534	-0.146541400048812	7.6421572329555	-3.51502783124372	0.00197092363671396	0.00361591020492955	-3.61097401753842	PKD1	protein_coding
ENSG00000008838.20	6962	-0.161817230312995	5.74767302365163	-3.55795290522044	0.00177831113078002	0.0032898279160414	-3.18453546413774	MED24	protein_coding
ENSG00000008853.17	6611	-0.0760092288935504	4.91894554869422	-1.5038290463503	0.146965563362147	0.187550150433525	-7.07661967731988	RHOBTB2	protein_coding
ENSG00000008869.12	8238	0.271410446892475	4.33665726822729	4.06900607602333	0.000516887229948754	0.00105412242627331	-1.60533265353762	HEATR5B	protein_coding
ENSG00000008952.17	7928	0.634246253676398	7.15786876577135	17.8893172441238	1.60393067282815e-14	2.75591713515522e-13	22.6882728356674	SEC62	protein_coding
ENSG00000008988.10	2907	-0.441640641923678	7.8875261148101	-13.9618270426026	2.35212951633782e-12	2.37985843321665e-11	17.4066316821475	RPS20	protein_coding
ENSG00000009307.16	5778	0.127609222839064	8.84124314025105	4.85882956343464	7.58246382326552e-05	0.000177592812048701	-0.530817157261195	CSDE1	protein_coding
ENSG00000009335.18	9215	0.155186384895923	7.16417371674643	4.45355094171049	0.000202768793979508	0.00044199702614866	-1.28353310174606	UBE3C	protein_coding
ENSG00000009413.16	12425	-0.227705046991177	4.52007494056363	-3.36947588525826	0.00278877426569133	0.00498178987857939	-3.31708528668378	REV3L	protein_coding
ENSG00000009694.13	12896	3.51222173309522	0.877630163385612	12.3520704501268	2.55258583051243e-11	2.05289781641818e-10	15.9057000081295	TENM1	protein_coding
ENSG00000009780.16	4046	-0.344629485982582	2.51223098211067	-3.13025733326941	0.00490126348205345	0.00837560141940604	-3.24526871350183	FAM76A	protein_coding
ENSG00000009830.12	10007	0.157353337009255	5.30769292481336	3.26658861462328	0.00355814878447817	0.00624919464019666	-3.76040346715209	POMT2	protein_coding
