"ensembl","LFC_DNAdamage","LFC_Oncogene","LFC_Replicative","F_test","p_DNAdamage","p_Oncogene","p_Replicative","adj_p_DNAdamage","adj_p_Oncogene","adj_p_Replicative"
"ENSG00000005075",-0.172084903931228,-0.0288619759599885,-0.193871137656309,0.00638686029297242,0.00961357364261163,0.639076831476743,0.0182582034771838,0.0231025033460787,0.719909212548233,0.0394518958936043
"ENSG00000005100",-0.456350869366244,-0.165157446028853,-0.029060365465823,4.1199024820993e-05,2.59968068512585e-05,0.0907679911447495,0.787607035843138,0.000187495290163612,0.150486473626261,0.842444290972859
"ENSG00000005156",-0.642118005211421,-0.187436929470422,-0.559552118351976,3.7396064378308e-11,3.57231543740944e-10,0.0174320696085927,2.72113078432173e-07,2.30088684970704e-08,0.0379466000012674,4.90746055751252e-06
"ENSG00000005175",-0.27739133043058,0.17311718663329,0.203010961257867,5.66062147160801e-06,0.000879195871727469,0.0318688169968575,0.0469358830302232,0.00320654528106193,0.0628050842635152,0.0870028811381732
"ENSG00000005187",-0.767720113882814,-1.37159996716541,0.583144655857825,1.39224576203478e-09,0.0043473991855,4.81276579043202e-06,0.0376274446505756,0.0120046824110097,4.95953517493274e-05,0.0722312686745222
"ENSG00000005189",-1.31070334784284,-1.80392281437805,0.142848152815213,4.46738039038508e-13,1.20210309529848e-07,1.14146419923402e-10,0.484960286320307,2.50147993913357e-06,9.41620458594703e-09,0.582537009934715
"ENSG00000005194",-0.0193038698467464,-0.0186213247213639,0.138868350013081,0.316864670324428,0.82046619507742,0.827766123123909,0.155344966334934,0.868009439976499,0.873684968395071,0.233959607639851
"ENSG00000005206",0.852822663701882,0.697921420905562,-0.848676906564884,2.95275107300748e-07,0.000114924214486613,0.0010600663504589,0.000811131303368983,0.000616208087485912,0.00374514912271388,0.00300171273236808
"ENSG00000005238",1.11631749213899,1.11916444082036,0.298535314830744,5.04098165200713e-10,1.35693948272281e-09,1.40815839562929e-09,0.0533077115046969,6.76694959545692e-08,6.92959898288183e-08,0.0965990312922661
"ENSG00000005243",-0.375227353348679,-0.976312261858018,1.60154733170716,1.99958082884058e-18,0.170268725484202,0.000880119954329936,1.81289176070051e-06,0.252068925803954,0.00320943207685206,2.24114520623949e-05
"ENSG00000005249",-0.391777076188627,-1.04283471155386,-0.135598590917318,4.66455376068866e-07,0.0462795463691078,4.9973511597184e-06,0.485265204554525,0.0860332645051945,5.10951721298658e-05,0.58284544598035
"ENSG00000005302",-0.162981376661352,-0.00155533790851281,-0.16199500765837,0.0103931786247797,0.0111620751170981,0.979927746532826,0.0384390560141495,0.0261617213647262,0.986081768900843,0.0735414622431118
"ENSG00000005339",-0.184959109948707,0.00483068142133184,-0.537771646772011,0.000278163262119193,0.12709649000055,0.967487965870029,0.000369900273158404,0.198785314447565,0.976970570586292,0.00157784363346982
"ENSG00000005436",-0.537709579944842,-0.423769756072936,0.425326579671237,5.68509312244953e-07,7.76968171785343e-05,0.00102638631562768,0.00378172304868491,0.000448642139069421,0.00364937169589009,0.0107064064070667
"ENSG00000005448",0.0447318508946308,0.304079896789167,-0.302906927642918,0.000323421229956899,0.732805976188412,0.0260843504526859,0.0456690944369697,0.798628551156182,0.05309277462162,0.0850290126084814
"ENSG00000005469",-0.16065584279304,-0.329481257575998,0.998868274841305,5.89667249768131e-11,0.47935771214216,0.148249784500775,0.00013023928280758,0.577210386807078,0.225171710889904,0.000681865800777539
"ENSG00000005483",-0.118728634444862,-0.124302911522018,-0.100071076593292,0.374236775562204,0.179041358609016,0.158412274411776,0.32574746747913,0.262527849682788,0.237743609603019,0.425715753628382
"ENSG00000005486",1.47139142244829,1.1660411907163,-0.55632786683916,2.33129990779893e-11,4.5742718316408e-07,2.09891370330746e-05,0.0384511454153332,7.48816649437262e-06,0.000157452669644086,0.0735574748073169
"ENSG00000005700",-0.0666154828774028,-0.179457591313637,0.212754320474998,0.00831562557908621,0.412167205815688,0.037962211890097,0.0383690071273412,0.512331158414957,0.0727844546386667,0.0734451686811575
"ENSG00000005801",0.200220010379706,-0.0738598512782257,0.323664864675637,0.0128914888403542,0.163822283500508,0.596222815645797,0.0396483900429608,0.244348265330205,0.683072826422484,0.0754497363456061
"ENSG00000005810",-0.0626802082425775,-0.12311818765465,-0.0177917312578928,0.490440305901484,0.429208031399122,0.135281450218039,0.849540549681286,0.529206847056239,0.209168326965582,0.890186575720958
"ENSG00000005812",0.0826170628846855,-0.197715690343956,0.142628911792246,1.21511372172402e-05,0.151317019388373,0.00129763253505025,0.0549585098455913,0.229008041318613,0.00442720074999917,0.0991156768064457
"ENSG00000005882",0.783065193230641,0.347864847826195,-0.195752652617444,1.88027019979225e-06,0.000276040475425169,0.0809929501155537,0.364645388432184,0.00124306778959481,0.137029510619666,0.46539862003299
"ENSG00000005884",0.884782799158724,0.828903598773482,-0.749247433753833,5.22892093768108e-13,0.000530175323939092,0.00102170750064381,0.00374094152067717,0.0021194319913401,0.00363406363329477,0.010612045181942
"ENSG00000005889",-0.115612978987442,-0.0395290504618667,0.0215708120404321,0.425280848867709,0.139815500963504,0.611983688527076,0.813572647677974,0.214711594670676,0.696829923332156,0.86301185827752
"ENSG00000005893",0.0410683331939831,-0.115232932698954,0.453356674570228,9.18905442091905e-08,0.627828595988479,0.175268174515051,2.84938409592801e-05,0.710411368499091,0.258097217849415,0.000201453826948638
"ENSG00000006007",0.576461504327668,0.231086850806312,0.498017176013279,3.1954759760578e-10,1.3952553782356e-08,0.00467915044077054,5.89786618213651e-06,4.42742144038679e-07,0.0127305597142056,5.8074841094901e-05
"ENSG00000006015",0.495894892480189,0.490651423105718,-0.806535142278748,4.00491959626322e-05,0.0157113926539908,0.0171219820921795,0.00144104327779938,0.0347854586660051,0.0373932055110522,0.00482603490150629
"ENSG00000006016",0.557189429745476,0.0905196284908768,-0.672171143215889,8.71146069015007e-06,0.00353426407833694,0.608303123101398,0.00233373833639003,0.0101284056024921,0.693601349956179,0.00717821326704025
"ENSG00000006025",0.474448402527307,-0.320950863854258,0.054985968839521,0.000155635960094698,0.0108768701165528,0.0982762884109354,0.785109382927675,0.0256060421825969,0.160731330149933,0.840394800442229
"ENSG00000006042",0.12887715188459,-0.323559201632828,-0.0994658800417371,3.19472427614556e-06,0.143947015854431,0.000732249064633495,0.307180546312447,0.219953369330038,0.00276365521876444,0.405811196433885
"ENSG00000006062",-0.25020522450172,-0.947397202818339,-0.359861293586924,5.46843594196144e-06,0.193666449795713,2.53655822853984e-05,0.0772531194114374,0.279470452332155,0.000183708882890495,0.131659022322882
"ENSG00000006118",2.41085841232821,3.1333824422189,-2.0109826696878,5.10157878828536e-22,3.40815659130272e-05,4.75943043669922e-07,0.000429871841447582,0.000232539335804779,7.72080067123238e-06,0.00178216474130276
"ENSG00000006125",-0.312270806657961,-0.370960817463036,0.176460649565169,2.02624966989267e-06,8.52159460236428e-05,5.94543938062771e-06,0.0543388648119402,0.000481944843997063,5.84086044082239e-05,0.0982176502720635
"ENSG00000006194",0.234149294612923,0.279721023150577,-0.05258057626809,7.57255872437193e-06,9.89209782954648e-05,8.08112338219086e-06,0.412214727572143,0.000545625986103348,7.41262052539928e-05,0.512363924052207
"ENSG00000006282",0.313400457936518,-0.0369760357969043,0.183226616517396,0.000601848060949621,0.0226933569366288,0.780208367056748,0.228471995065622,0.047320662429695,0.836577883040712,0.319924218994899
"ENSG00000006327",0.0823938651116337,0.458929337509579,-0.227047599544291,2.02073843226223e-06,0.552412104846289,0.00188683389499818,0.184173599730674,0.644301162246113,0.00603874142085242,0.268419510000254
"ENSG00000006451",0.11004480391729,0.676990072031238,0.313051682583282,1.92369116254578e-09,0.292945207363133,1.80163764518547e-07,0.00961827383678173,0.390665003062088,3.5220306698755e-06,0.0231070487199088
"ENSG00000006453",0.183523712781967,-0.886584588427174,0.531957005259023,5.60928503398155e-16,0.181930026388452,1.48678637982475e-07,0.00169022718927871,0.265765586696271,3.00082785204663e-06,0.00550853891415015
"ENSG00000006459",0.641555365468549,1.65592979359048,-0.754613959117692,3.07168211430358e-14,0.00550732357485133,8.73883118166408e-09,0.00232396778940705,0.0145966682794212,3.02473497004803e-07,0.00715588784601663
"ENSG00000006468",0.206130946405141,1.02586007560701,-0.469032131600708,2.50739928061081e-13,0.409538594848311,0.000201088955822714,0.0720175578987057,0.5097310725701,0.000964378578568217,0.12425819369781
"ENSG00000006530",-0.416135423592648,-0.404623295843077,-0.0463322513765887,2.60665667683083e-05,1.14436265478315e-05,1.85585594442526e-05,0.635217530793864,9.78906255487716e-05,0.000142576729171671,0.716495189695581
"ENSG00000006534",-0.280827681972037,-0.798675826418233,0.288264134418381,1.12422941036261e-07,0.122734459343678,9.79228520198908e-05,0.152165228496025,0.193063867137717,0.000541230254920577,0.230072343079467
"ENSG00000006576",-0.582957683920974,-0.978224737813615,0.338336738440179,9.9526859550768e-10,0.00209645076689774,2.69139903285406e-06,0.0911689296394601,0.00657064307349446,3.09238747707883e-05,0.15104776678864
"ENSG00000006607",-0.414172422954495,-0.151169519605253,0.162296503278908,1.35481430160192e-05,0.000136020511075105,0.127576372637792,0.145504048128177,0.000706329352041801,0.199362012851835,0.221878208865084
"ENSG00000006625",-1.23366354233018,0.166165848273145,0.249366319148482,2.01586163674438e-13,4.30958676149832e-08,0.342552787174879,0.186684544765377,1.10064936578077e-06,0.443111439156092,0.271278867784228
"ENSG00000006634",-1.91532389472475,-0.696437929555268,-0.715060480977752,3.83068861269202e-14,1.59095403071504e-12,0.000330258316336716,0.000926312282638571,3.77641014849581e-10,0.00143905831063127,0.0033528793289137
"ENSG00000006638",-0.213920374996241,-0.60917364705597,0.451542455947924,0.00582135379836667,0.258109983861124,0.005674864984323,0.0687213809879199,0.352834591889654,0.0149596595969227,0.119478695583893
"ENSG00000006652",0.505686370001102,-0.0138699342678262,0.0207675016973697,4.17846526298652e-07,1.55586261468371e-06,0.878845200876722,0.84225191755038,1.98575475463441e-05,0.912106344823336,0.884509535534717
"ENSG00000006695",-0.232258763249098,0.0235662150420165,-0.104995717234523,0.00295777367145916,0.00166672260086024,0.741633304669695,0.21053530594787,0.00544402755490424,0.805746230918121,0.299405319233883
"ENSG00000006704",-0.207998942620737,0.504724609617854,-0.451770566348775,6.63725169134603e-10,0.189108865834714,0.00279445599916176,0.0151402221090127,0.274061551202058,0.00833893774865409,0.0337492508025927
"ENSG00000006712",-0.251545770841197,0.0886245715203722,-0.159334115042195,4.27471065849937e-06,0.00137503289263701,0.216143342571119,0.0853845771484129,0.00464350496967444,0.305791015202071,0.143178909833348
"ENSG00000006715",-0.179233191759775,-0.0936390474198239,0.660068182195527,6.16739954054689e-09,0.0932214820644632,0.368709581704994,1.46626275649884e-06,0.153832600395566,0.469410387140816,1.89083465933271e-05
"ENSG00000006740",-0.156464470043325,0.210800332456052,-0.0133896874762614,0.0970905958249058,0.27417895095045,0.169514035639911,0.938884335914242,0.370441100039729,0.251189734616299,0.956142005046906
"ENSG00000006744",-0.0768669160544974,-0.0452738586083128,-0.000954074532454142,0.718832900362965,0.332237211875795,0.57044964902483,0.991594037906837,0.432459409979883,0.659840034272014,0.994201328539002
"ENSG00000006756",0.29883916199943,-0.207055256793089,0.516852704038826,2.39999898713012e-08,0.0152424847684583,0.0799457380326129,0.000214563665764379,0.0339287873468354,0.135527673741535,0.00101660527965816
"ENSG00000006757",0.126825876356141,-0.506945741055024,-0.586308449296559,6.31500920892996e-06,0.405509585223126,0.00443493735415644,0.00145159111781159,0.505769386082305,0.0122046471641462,0.00485430916421205
"ENSG00000006831",0.0551122011251714,0.359669118024935,-0.261110885136277,8.30114436068928e-10,0.374788342815397,1.38062075621071e-06,0.00129884050135139,0.475698564235537,1.80588327601273e-05,0.00443069768206682
"ENSG00000007047",0.601285319438746,0.68970488061029,0.15489697015333,5.36241524299646e-08,7.00667912120055e-08,6.92105003527647e-09,0.163487211787065,1.62648333214714e-06,2.52264686255719e-07,0.243953691915966
"ENSG00000007080",-0.105409027379328,0.0149391341032623,-0.355772010295103,0.0221547649946689,0.256270799074886,0.872089894841884,0.00953715383242761,0.35080570202983,0.90675103018828,0.022952020278696
"ENSG00000007168",-0.0655080784059902,-0.0101368869522841,0.197380510020878,0.0146433434077236,0.30037588566746,0.875495434655074,0.0125575478824373,0.398506849822609,0.909647364709852,0.0288791046037717
"ENSG00000007202",0.10974243218722,0.12171872391549,0.191543607378167,0.100337386379162,0.109679034778322,0.0806729540997152,0.0255654174775197,0.175942089083373,0.13657401169005,0.0522255404368012
"ENSG00000007237",0.330407704264993,-0.366993022745119,-0.460090667697482,4.07163768056718e-05,0.341185040658566,0.287017901758883,0.188553177024189,0.441802466206973,0.384230702946291,0.273428081308167
"ENSG00000007255",0.717174158079316,-0.79936435365493,0.169084459090339,2.68970363100882e-05,0.0025151453668327,0.00375909415450251,0.53237549051437,0.00763196416205914,0.0106523066621884,0.626241184918678
"ENSG00000007341",0.248987592523306,0.0389719592786106,0.331083123279309,0.000410443162929438,0.00284410325371624,0.612809310476797,0.000740602555371626,0.00846257907427194,0.69744009987844,0.00278801193646585
"ENSG00000007376",0.711742265043038,0.840267249199287,-0.567643787857577,1.13155281999318e-05,0.00258280209882911,0.000515743743095979,0.0312616247699219,0.00780546876562454,0.00207062924068789,0.0618021415952448
"ENSG00000007384",1.16785574281171,1.35453494431259,-0.153425256663651,3.37732813762636e-12,1.08793670964775e-07,5.46246940876881e-09,0.432139054316066,2.30653061695592e-06,2.07947449827682e-07,0.532035021411783
"ENSG00000007392",0.19712346903442,0.484994461678217,-0.604464967400221,3.79203803819117e-10,0.130476332686058,0.000460984366243095,0.00010548494244346,0.203108270181954,0.00188899432737491,0.000574631271002325
"ENSG00000007516",-0.1752771666028,0.154123279811214,0.0949355968381488,0.000348959854945903,0.00248242781664107,0.00388300819828381,0.12056672064451,0.00755208909751903,0.0109387925990748,0.190303874453061
"ENSG00000007520",-0.0582390786784625,0.245895286176232,-0.0861231342853785,0.000552030705091683,0.495463587712864,0.00631370561770402,0.44571450421991,0.592434829933576,0.016324677868757,0.54493847997376
"ENSG00000007541",0.703822627011955,0.847022731828575,-0.639332500054964,9.36209038929571e-08,0.00114108275879095,0.000149754216729937,0.00705736004828747,0.00398145629261666,0.000761397357907783,0.0178901971321445
"ENSG00000007545",0.18696755907463,0.439549315036638,-0.432564679329852,3.64880210025851e-07,0.113947312901992,0.000597544060156844,0.00211058583100732,0.181520239913582,0.00233478744416426,0.0066055388892753
"ENSG00000007866",-0.0800345044601988,0.413584723846813,-0.422936888896925,1.75843743384829e-09,0.565970737930629,0.00549425024706432,0.0100467397886658,0.655991216497076,0.0145699934125737,0.0239463123049106
"ENSG00000007923",-0.239276776040738,-0.119416992905624,-0.0234896925633058,0.00325977648213745,0.000412967078765915,0.0634708390204772,0.753508668412588,0.00172582246095468,0.111765825589606,0.815173151263242
"ENSG00000007944",0.836865563432599,0.130625564251032,-0.0975658990357145,1.22253623640045e-06,0.000548641522649649,0.561957677069643,0.669977921665574,0.00218011393822944,0.652260998507714,0.746899827350863
"ENSG00000007968",-2.29870078806524,-4.03454193146169,-1.38625318447338,5.75786627176766e-09,6.69520980814984e-07,1.5861751610915e-09,0.00363897655800035,1.017264338061e-05,7.64252336572475e-08,0.0103787349433414
"ENSG00000008018",-0.372732953323545,-0.394300493488968,0.202747240376973,1.37410292276552e-06,0.00142847682619991,0.000812252968137075,0.0936288266868673,0.00479243800648622,0.00300471546799859,0.154368017523261
"ENSG00000008056",0.731052162267739,0.785187926322668,0.00728682766369401,0.127061168095115,0.0360388046257288,0.0262162507791344,0.986647651044038,0.0696438759663452,0.0533233717594835,0.990678041025701
"ENSG00000008083",0.546722397735347,1.32719373391441,-0.92666188856738,2.08850784712608e-18,0.00776750023357541,5.18354606744188e-08,6.35833933313903e-05,0.019361971780625,1.27347971194185e-06,0.000382566930328766
"ENSG00000008086",-0.672663536472727,-0.853292346986585,0.551967752621715,7.99908729377091e-09,0.00421835034758192,0.000386843453214797,0.0222446974234027,0.0117158118084863,0.00163599305982708,0.0465414355052467
"ENSG00000008128",-0.00583197389419191,0.098889399436569,-0.200434183116514,0.0486617818148246,0.948643138084539,0.280170187706968,0.066819339189067,0.963244074639175,0.376967434475382,0.116728340183708
"ENSG00000008130",0.386837827843806,0.0260746797671568,0.0407367573005422,1.572374592421e-07,1.57089164058077e-06,0.697998408601573,0.659989015837212,2.00071767258923e-05,0.770456972798877,0.738295639096352
